COUNTYFP,YFips,Year,State,CountyName,TtlPrPpr,FmlPrPpr,MlPrPpr,AapiPrPpr,BlckPrPpr,LtnxPrPpr,NtvPrPpr,WhtPrPpr,TtlPrAPpr,FmlPrAPpr,MlPrAPpr,AapiPrAPpr,BlckPrAPpr,LtnxPrAPpr,NtvPrAPpr,WhtPrAPpr,TtlPrPp,FmlPrPp,MlPrPp,AapiPrPp,BlckPrPp,LtnxPrPp,NtvPrPp,WhtPrPp,TtlPrAPp,FmlPrAPp,MlPrAPp,AapiPrAPp,BlckPrAPp,LtnxPrAPp,NtvPrAPp,WhtPrAPp
01001,201601001,2016,AL,Autauga County,502.84,81.34,935.78,,1182.23,,,339.78,236.31,86.77,389.91,,489.2,,,179.02,183.0,15.0,168.0,,87.0,,,93.0,86.0,16.0,70.0,,36.0,,,49.0
01003,201601003,2016,AL,Baldwin County,618.44,78.14,1186.51,0.0,2281.6,0.0,0.0,458.76,353.5,105.19,614.58,0.0,1240.33,0.0,0.0,269.15,803.0,52.0,751.0,0.0,298.0,0.0,0.0,496.0,459.0,70.0,389.0,0.0,162.0,0.0,0.0,291.0
01005,201601005,2016,AL,Barbour County,902.36,,,,,,,,240.63,,,,,,,,150.0,,,,,,,,40.0,,,,,,,
01007,201601007,2016,AL,Bibb County,341.14,,,,,,,,59.04,,,,,,,,52.0,,,,,,,,9.0,,,,,,,
01009,201601009,2016,AL,Blount County,288.89,60.91,514.05,,1206.9,,,301.24,145.82,49.83,240.62,,,,,158.39,105.0,11.0,94.0,,7.0,,,97.0,53.0,9.0,44.0,,,,,51.0
01011,201601011,2016,AL,Bullock County,590.35,0.0,1018.38,,790.11,,,,,,,,,,,,41.0,0.0,41.0,,39.0,,,,,,,,,,,
01013,201601013,2016,AL,Butler County,1203.18,238.52,2326.79,0.0,2084.42,0.0,0.0,476.95,585.55,208.71,1024.48,0.0,1024.84,0.0,0.0,222.58,150.0,16.0,134.0,0.0,120.0,0.0,0.0,30.0,73.0,14.0,59.0,0.0,59.0,0.0,0.0,14.0
01015,201601015,2016,AL,Calhoun County,1005.94,150.99,1904.61,0.0,2198.73,0.0,0.0,714.85,564.34,150.99,998.82,0.0,906.07,0.0,0.0,500.39,754.0,58.0,696.0,0.0,364.0,0.0,0.0,390.0,423.0,58.0,365.0,0.0,150.0,0.0,0.0,273.0
01017,201601017,2016,AL,Chambers County,928.2,208.41,1683.95,0.0,1294.21,0.0,0.0,714.47,426.97,190.29,675.48,0.0,412.81,0.0,0.0,467.81,200.0,23.0,177.0,0.0,116.0,0.0,0.0,84.0,92.0,21.0,71.0,0.0,37.0,0.0,0.0,55.0
01019,201601019,2016,AL,Cherokee County,683.34,239.6,1122.05,0.0,1441.68,0.0,0.0,661.36,476.46,226.99,723.1,0.0,1310.62,0.0,0.0,445.4,109.0,19.0,90.0,0.0,11.0,0.0,0.0,98.0,76.0,18.0,58.0,0.0,10.0,0.0,0.0,66.0
01021,201601021,2016,AL,Chilton County,613.95,127.67,1100.93,,1446.84,,,564.45,276.81,106.39,447.47,,605.65,,,258.16,173.0,18.0,155.0,,43.0,,,129.0,78.0,15.0,63.0,,18.0,,,59.0
01023,201601023,2016,AL,Choctaw County,699.39,119.16,1338.23,,1056.84,,,408.26,112.4,0.0,236.16,0.0,114.25,0.0,0.0,113.4,56.0,5.0,51.0,,37.0,,,18.0,9.0,0.0,9.0,0.0,4.0,0.0,0.0,5.0
01025,201601025,2016,AL,Clarke County,881.51,110.93,1736.16,0.0,1427.4,0.0,0.0,410.36,220.38,,,,,,,,136.0,9.0,127.0,0.0,104.0,0.0,0.0,32.0,34.0,,,,,,,
01027,201601027,2016,AL,Clay County,922.09,93.2,1775.86,,3035.02,,,555.96,567.44,163.09,983.92,,1556.42,,,395.03,78.0,4.0,74.0,,39.0,,,38.0,48.0,7.0,41.0,,20.0,,,27.0
01029,201601029,2016,AL,Cleburne County,711.36,172.86,1247.31,,2187.5,,,667.74,485.02,151.25,817.2,0.0,2187.5,0.0,0.0,437.49,66.0,8.0,58.0,,7.0,,,58.0,45.0,7.0,38.0,0.0,7.0,0.0,0.0,38.0
01031,201601031,2016,AL,Coffee County,610.05,42.66,1178.48,,2003.61,,,328.37,204.37,54.85,354.16,,525.54,,,136.47,200.0,7.0,193.0,,122.0,,,77.0,67.0,9.0,58.0,,32.0,,,32.0
01033,201601033,2016,AL,Colbert County,744.34,96.63,1422.53,,1570.05,,,596.41,311.11,73.9,559.49,,517.6,,,278.08,256.0,17.0,239.0,,91.0,,,163.0,107.0,13.0,94.0,,30.0,,,76.0
01035,201601035,2016,AL,Conecuh County,591.33,101.81,1113.83,0.0,912.75,0.0,0.0,299.16,197.11,,,,,,,,45.0,4.0,41.0,0.0,34.0,0.0,0.0,11.0,15.0,,,,,,,
01037,201601037,2016,AL,Coosa County,1101.26,147.58,1997.78,0.0,1516.46,0.0,0.0,937.08,457.67,177.1,721.42,0.0,303.29,0.0,0.0,557.79,77.0,5.0,72.0,0.0,35.0,0.0,0.0,42.0,32.0,6.0,26.0,0.0,7.0,0.0,0.0,25.0
01039,201601039,2016,AL,Covington County,1658.4,281.76,3090.04,0.0,3691.92,0.0,0.0,1380.86,970.66,315.92,1651.57,,1941.44,,,838.93,381.0,33.0,348.0,0.0,116.0,0.0,0.0,265.0,223.0,37.0,186.0,,61.0,,,161.0
01041,201601041,2016,AL,Crenshaw County,528.8,,,,,,,,137.95,,,,,,,,46.0,,,,,,,,12.0,,,,,,,
01043,201601043,2016,AL,Cullman County,651.95,150.87,1144.44,0.0,1659.75,0.0,0.0,674.94,408.43,174.08,638.76,0.0,691.56,0.0,0.0,428.01,340.0,39.0,301.0,0.0,12.0,0.0,0.0,328.0,213.0,45.0,168.0,0.0,5.0,0.0,0.0,208.0
01045,201601045,2016,AL,Dale County,583.88,50.39,1113.82,,1467.17,,,378.11,251.13,69.29,431.76,0.0,581.06,0.0,0.0,180.05,186.0,8.0,178.0,,101.0,,,84.0,80.0,11.0,69.0,0.0,40.0,0.0,0.0,40.0
01047,201601047,2016,AL,Dallas County,781.96,51.05,1645.13,,991.89,,,242.57,134.28,,,,,,,,198.0,7.0,191.0,,181.0,,,16.0,34.0,,,,,,,
01049,201601049,2016,AL,DeKalb County,386.37,84.97,683.6,,1801.8,,,424.57,224.27,71.55,374.88,,900.9,,,249.91,174.0,19.0,155.0,,14.0,,,158.0,101.0,16.0,85.0,,7.0,,,93.0
01051,201601051,2016,AL,Elmore County,459.98,42.68,903.56,,1077.72,,,282.43,190.59,42.68,347.81,0.0,416.93,0.0,0.0,128.61,251.0,12.0,239.0,,137.0,,,112.0,104.0,12.0,92.0,0.0,53.0,0.0,0.0,51.0
01053,201601053,2016,AL,Escambia County,1062.91,252.73,1748.09,,1501.54,,,895.19,525.25,180.52,816.79,,756.68,,,437.02,257.0,28.0,229.0,,127.0,,,127.0,127.0,20.0,107.0,,64.0,,,62.0
01055,201601055,2016,AL,Etowah County,1043.97,253.13,1865.54,,2328.51,,,828.64,587.24,282.91,903.38,,908.03,,,551.14,688.0,85.0,603.0,,259.0,,,427.0,387.0,95.0,292.0,,101.0,,,284.0
01057,201601057,2016,AL,Fayette County,701.34,214.68,1186.31,0.0,1733.65,0.0,0.0,569.67,379.89,136.61,622.33,0.0,551.62,0.0,0.0,364.59,72.0,11.0,61.0,0.0,22.0,0.0,0.0,50.0,39.0,7.0,32.0,0.0,7.0,0.0,0.0,32.0
01059,201601059,2016,AL,Franklin County,613.86,143.65,1059.18,,1815.98,,,674.24,568.95,318.08,806.53,,1452.78,,,635.72,123.0,14.0,109.0,,15.0,,,105.0,114.0,31.0,83.0,,12.0,,,99.0
01061,201601061,2016,AL,Geneva County,655.34,132.18,1189.02,,1423.49,,,594.94,412.62,156.21,674.18,,711.74,,,394.24,108.0,11.0,97.0,,24.0,,,83.0,68.0,13.0,55.0,,12.0,,,55.0
01063,201601063,2016,AL,Greene County,750.87,0.0,1555.64,0.0,802.27,0.0,0.0,578.03,211.78,0.0,438.77,,212.36,,,,39.0,0.0,39.0,0.0,34.0,0.0,0.0,5.0,11.0,0.0,11.0,,9.0,,,
01065,201601065,2016,AL,Hale County,323.21,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,
01067,201601067,2016,AL,Henry County,951.38,167.66,1769.4,0.0,1933.98,0.0,0.0,589.23,266.39,,,,,,,,100.0,9.0,91.0,0.0,58.0,0.0,0.0,42.0,28.0,,,,,,,
01069,201601069,2016,AL,Houston County,1519.56,228.32,2913.02,0.0,3417.25,0.0,0.0,821.37,516.02,193.64,863.92,,990.89,,,350.42,1013.0,79.0,934.0,0.0,638.0,0.0,0.0,368.0,344.0,67.0,277.0,,185.0,,,157.0
01071,201601071,2016,AL,Jackson County,488.91,66.06,916.04,0.0,2159.47,0.0,0.0,450.66,334.99,90.08,582.38,0.0,996.68,0.0,0.0,328.05,162.0,11.0,151.0,0.0,26.0,0.0,0.0,136.0,111.0,15.0,96.0,0.0,12.0,0.0,0.0,99.0
01073,201601073,2016,AL,Jefferson County,866.43,76.99,1731.28,0.0,1542.0,0.0,0.0,361.77,282.45,73.47,511.38,0.0,407.73,0.0,0.0,200.88,3767.0,175.0,3592.0,0.0,2965.0,0.0,0.0,787.0,1228.0,167.0,1061.0,0.0,784.0,0.0,0.0,437.0
01075,201601075,2016,AL,Lamar County,576.27,93.61,1063.83,0.0,794.44,0.0,0.0,559.42,435.14,117.01,756.5,0.0,1092.35,0.0,0.0,354.76,49.0,4.0,45.0,0.0,8.0,0.0,0.0,41.0,37.0,5.0,32.0,0.0,11.0,0.0,0.0,26.0
01077,201601077,2016,AL,Lauderdale County,535.36,97.72,1000.52,0.0,1436.29,0.0,0.0,444.76,280.27,81.43,491.6,0.0,540.54,0.0,0.0,259.77,319.0,30.0,289.0,0.0,93.0,0.0,0.0,226.0,167.0,25.0,142.0,0.0,35.0,0.0,0.0,132.0
01079,201601079,2016,AL,Lawrence County,837.74,230.86,1461.38,0.0,1495.64,0.0,0.0,846.15,538.21,240.1,844.56,,664.73,,,579.88,179.0,25.0,154.0,0.0,36.0,0.0,0.0,143.0,115.0,26.0,89.0,,16.0,,,98.0
01081,201601081,2016,AL,Lee County,590.97,87.34,1104.64,0.0,1541.89,0.0,0.0,325.44,284.9,92.58,481.05,0.0,559.31,0.0,0.0,216.1,670.0,50.0,620.0,0.0,408.0,0.0,0.0,253.0,323.0,53.0,270.0,0.0,148.0,0.0,0.0,168.0
01083,201601083,2016,AL,Limestone County,274.68,59.71,478.85,0.0,579.15,0.0,0.0,242.54,98.56,36.49,157.52,0.0,96.53,0.0,0.0,108.72,170.0,18.0,152.0,0.0,54.0,0.0,0.0,116.0,61.0,11.0,50.0,0.0,9.0,0.0,0.0,52.0
01085,201601085,2016,AL,Lowndes County,892.58,,,,,,,,400.12,0.0,834.14,,472.38,,,,58.0,,,,,,,,26.0,0.0,26.0,,23.0,,,
01087,201601087,2016,AL,Macon County,1175.74,159.05,2362.07,,1318.54,,,558.38,295.88,,,,,,,,151.0,11.0,140.0,,139.0,,,11.0,38.0,,,,,,,
01089,201601089,2016,AL,Madison County,673.2,83.6,1278.76,,1575.58,,,391.69,301.92,63.93,546.36,,673.66,,,185.97,1621.0,102.0,1519.0,,994.0,,,615.0,727.0,78.0,649.0,,425.0,,,292.0
01091,201601091,2016,AL,Marengo County,618.81,,,,,,,,156.77,,,,,,,,75.0,,,,,,,,19.0,,,,,,,
01093,201601093,2016,AL,Marion County,1037.69,219.15,1826.24,0.0,1042.87,0.0,0.0,1074.2,612.94,252.03,960.62,0.0,927.0,0.0,0.0,618.83,193.0,20.0,173.0,0.0,9.0,0.0,0.0,184.0,114.0,23.0,91.0,0.0,8.0,0.0,0.0,106.0
01095,201601095,2016,AL,Marshall County,458.01,87.74,824.1,0.0,2696.08,0.0,0.0,451.08,192.93,60.74,323.64,,796.57,,,201.37,273.0,26.0,247.0,0.0,44.0,0.0,0.0,224.0,115.0,18.0,97.0,,13.0,,,100.0
01097,201601097,2016,AL,Mobile County,1028.72,94.59,2040.49,0.0,1908.26,0.0,0.0,576.66,437.45,100.99,801.87,0.0,669.72,0.0,0.0,332.37,2782.0,133.0,2649.0,0.0,1872.0,0.0,0.0,897.0,1183.0,142.0,1041.0,0.0,657.0,0.0,0.0,517.0
01099,201601099,2016,AL,Monroe County,653.69,56.43,1302.28,0.0,1117.7,0.0,0.0,316.02,403.97,,,,,,,,89.0,4.0,85.0,0.0,66.0,0.0,0.0,23.0,55.0,,,,,,,
01101,201601101,2016,AL,Montgomery County,1141.4,86.28,2306.97,,1668.49,,,402.37,266.37,50.75,504.56,,345.85,,,169.32,1714.0,68.0,1646.0,,1510.0,,,202.0,400.0,40.0,360.0,,313.0,,,85.0
01103,201601103,2016,AL,Morgan County,856.74,138.52,1571.98,0.0,2789.11,0.0,0.0,602.09,438.15,162.04,713.11,0.0,1100.46,0.0,0.0,365.68,657.0,53.0,604.0,0.0,294.0,0.0,0.0,354.0,336.0,62.0,274.0,0.0,116.0,0.0,0.0,215.0
01105,201601105,2016,AL,Perry County,530.94,,,,,,,,66.37,0.0,139.13,0.0,97.3,0.0,0.0,0.0,32.0,,,,,,,,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0
01107,201601107,2016,AL,Pickens County,585.67,76.35,1078.45,0.0,833.94,0.0,0.0,461.29,330.38,76.35,576.16,0.0,380.71,0.0,0.0,331.56,78.0,5.0,73.0,0.0,46.0,0.0,0.0,32.0,44.0,5.0,39.0,0.0,21.0,0.0,0.0,23.0
01109,201601109,2016,AL,Pike County,981.11,66.14,1965.32,0.0,1825.83,0.0,0.0,491.06,278.48,41.34,533.57,0.0,464.76,0.0,0.0,176.48,229.0,8.0,221.0,0.0,165.0,0.0,0.0,64.0,65.0,5.0,60.0,0.0,42.0,0.0,0.0,23.0
01111,201601111,2016,AL,Randolph County,975.44,154.54,1818.97,0.0,2417.43,0.0,0.0,621.88,761.84,280.98,1255.95,0.0,1327.89,0.0,0.0,640.72,137.0,11.0,126.0,0.0,71.0,0.0,0.0,66.0,107.0,20.0,87.0,0.0,39.0,0.0,0.0,68.0
01113,201601113,2016,AL,Russell County,1241.73,153.59,2377.14,0.0,1511.99,0.0,0.0,1156.68,407.81,117.75,710.47,,389.28,,,480.55,475.0,30.0,445.0,0.0,268.0,0.0,0.0,207.0,156.0,23.0,133.0,,69.0,,,86.0
01115,201601115,2016,AL,St. Clair County,599.83,113.63,1079.87,,1290.54,,,537.13,374.01,149.14,596.03,,866.02,,,325.97,340.0,32.0,308.0,,76.0,,,262.0,212.0,42.0,170.0,,51.0,,,159.0
01117,201601117,2016,AL,Shelby County,360.92,94.7,641.6,,1015.98,,,282.68,240.85,86.34,403.75,,650.86,,,193.31,505.0,68.0,437.0,,192.0,,,310.0,337.0,62.0,275.0,,123.0,,,212.0
01119,201601119,2016,AL,Sumter County,551.09,,,,,,,,91.85,,,,,,,,48.0,,,,,,,,8.0,,,,,,,
01121,201601121,2016,AL,Talladega County,1094.79,119.37,2108.04,0.0,1721.59,0.0,0.0,802.85,450.46,123.1,790.51,0.0,552.0,0.0,0.0,418.35,576.0,32.0,544.0,0.0,315.0,0.0,0.0,261.0,237.0,33.0,204.0,0.0,101.0,0.0,0.0,136.0
01123,201601123,2016,AL,Tallapoosa County,1014.75,162.19,1913.68,,2007.53,,,638.46,562.87,193.08,952.77,,920.12,,,435.31,256.0,21.0,235.0,,144.0,,,110.0,142.0,25.0,117.0,,66.0,,,75.0
01125,201601125,2016,AL,Tuscaloosa County,653.27,52.27,1292.02,,1379.19,,,334.21,252.74,48.25,470.09,,516.66,,,138.98,946.0,39.0,907.0,,638.0,,,303.0,366.0,36.0,330.0,,239.0,,,126.0
01127,201601127,2016,AL,Walker County,955.17,215.56,1702.21,0.0,2887.43,0.0,0.0,843.99,440.66,146.97,737.3,0.0,621.35,0.0,0.0,442.48,388.0,44.0,344.0,0.0,79.0,0.0,0.0,309.0,179.0,30.0,149.0,0.0,17.0,0.0,0.0,162.0
01129,201601129,2016,AL,Washington County,491.68,,,,,,,,160.74,,,,,,,,52.0,,,,,,,,17.0,,,,,,,
01131,201601131,2016,AL,Wilcox County,324.34,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,
01133,201601133,2016,AL,Winston County,929.36,231.58,1611.61,,2564.1,,,945.27,612.84,190.71,1025.57,,3205.13,,,604.12,138.0,17.0,121.0,,4.0,,,133.0,91.0,14.0,77.0,,5.0,,,85.0
02013,201602013,2016,AK,Aleutians East Borough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02016,201602016,2016,AK,Aleutians West Census Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02020,201602020,2016,AK,Anchorage Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02050,201602050,2016,AK,Bethel Census Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02060,201602060,2016,AK,Bristol Bay Borough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02068,201602068,2016,AK,Denali Borough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02070,201602070,2016,AK,Dillingham Census Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02090,201602090,2016,AK,Fairbanks North Star Borough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02100,201602100,2016,AK,Haines Borough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02105,201602105,2016,AK,Hoonah-Angoon Census Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02110,201602110,2016,AK,Juneau City and Borough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02122,201602122,2016,AK,Kenai Peninsula Borough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02130,201602130,2016,AK,Ketchikan Gateway Borough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02150,201602150,2016,AK,Kodiak Island Borough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02158,201602158,2016,AK,Kusilvak Census Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02164,201602164,2016,AK,Lake and Peninsula Borough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02170,201602170,2016,AK,Matanuska-Susitna Borough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02180,201602180,2016,AK,Nome Census Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02185,201602185,2016,AK,North Slope Borough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02188,201602188,2016,AK,Northwest Arctic Borough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02195,201602195,2016,AK,Petersburg Census Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02198,201602198,2016,AK,Prince of Wales-Hyder Census Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02220,201602220,2016,AK,Sitka City and Borough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02230,201602230,2016,AK,Skagway Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02240,201602240,2016,AK,Southeast Fairbanks Census Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02261,201602261,2016,AK,Valdez-Cordova Census Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02275,201602275,2016,AK,Wrangell City and Borough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02282,201602282,2016,AK,Yakutat City and Borough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02290,201602290,2016,AK,Yukon-Koyukuk Census Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04001,201604001,2016,AZ,Apache County,283.75,58.28,507.77,,1253.92,1330.72,32.49,946.53,178.74,67.24,289.52,,,743.64,38.39,550.01,127.0,13.0,114.0,,4.0,34.0,11.0,74.0,80.0,15.0,65.0,,,19.0,13.0,43.0
04003,201604003,2016,AZ,Cochise County,1140.61,287.36,1925.25,189.48,1868.0,1573.8,1210.65,810.0,511.31,147.78,845.6,,498.13,825.89,1089.59,306.49,870.0,105.0,765.0,4.0,75.0,444.0,10.0,333.0,390.0,54.0,336.0,,20.0,233.0,9.0,126.0
04005,201604005,2016,AZ,Coconino County,575.46,90.89,1076.32,0.0,2338.46,894.95,798.24,364.44,287.23,51.37,531.01,,615.38,432.81,505.42,156.69,573.0,46.0,527.0,0.0,38.0,122.0,199.0,207.0,286.0,26.0,260.0,,10.0,59.0,126.0,89.0
04007,201604007,2016,AZ,Gila County,1422.65,390.31,2473.96,,2173.91,1968.96,430.71,1540.83,668.88,228.8,1117.05,,,984.48,299.63,673.4,419.0,58.0,361.0,,6.0,118.0,23.0,270.0,197.0,34.0,163.0,,,59.0,16.0,118.0
04009,201604009,2016,AZ,Graham County,1269.17,432.82,1924.64,,2568.49,1815.36,128.74,1132.27,818.55,489.27,1076.62,,1369.86,1051.0,193.11,788.39,307.0,46.0,261.0,,15.0,152.0,4.0,135.0,198.0,52.0,146.0,,8.0,88.0,6.0,94.0
04011,201604011,2016,AZ,Greenlee County,1042.84,271.28,1735.69,,,1085.81,,1103.68,577.57,305.19,822.17,,,595.45,,501.67,65.0,8.0,57.0,,,31.0,,33.0,36.0,9.0,27.0,,,17.0,,15.0
04012,201604012,2016,AZ,La Paz County,1033.04,204.71,1860.18,,3164.56,1066.22,,1163.06,521.63,102.35,940.31,,,364.76,,661.35,101.0,10.0,91.0,,5.0,38.0,,51.0,51.0,5.0,46.0,,,13.0,,29.0
04013,201604013,2016,AZ,Maricopa County,952.34,170.68,1735.77,85.87,2715.5,1252.42,2163.38,608.83,331.63,83.25,580.56,23.04,944.47,410.83,951.66,218.96,26440.0,2372.0,24068.0,123.0,4560.0,10813.0,1148.0,9429.0,9207.0,1157.0,8050.0,33.0,1586.0,3547.0,505.0,3391.0
04015,201604015,2016,AZ,Mohave County,1221.54,305.03,2113.4,199.8,3023.39,1203.48,1158.83,1202.92,511.48,155.13,858.25,0.0,1540.22,476.76,681.66,500.93,1421.0,175.0,1246.0,4.0,53.0,260.0,34.0,1059.0,595.0,89.0,506.0,0.0,27.0,103.0,20.0,441.0
04017,201604017,2016,AZ,Navajo County,889.67,194.64,1563.48,,2767.3,1705.21,462.95,1084.26,460.8,139.03,772.76,,1509.43,865.52,282.37,515.4,585.0,63.0,522.0,,22.0,132.0,141.0,284.0,303.0,45.0,258.0,,12.0,67.0,86.0,135.0
04019,201604019,2016,AZ,Pima County,802.42,126.61,1481.83,62.41,2371.1,964.28,1450.33,560.46,333.11,84.71,582.82,19.5,887.3,390.21,716.77,238.32,5196.0,411.0,4785.0,16.0,636.0,2402.0,259.0,1839.0,2157.0,275.0,1882.0,5.0,238.0,972.0,128.0,782.0
04021,201604021,2016,AZ,Pinal County,900.98,188.63,1517.41,86.36,1673.22,1326.86,1158.41,561.64,474.04,129.42,772.25,,850.91,676.18,817.28,291.73,2296.0,223.0,2073.0,6.0,234.0,1093.0,163.0,772.0,1208.0,153.0,1055.0,,119.0,557.0,115.0,401.0
04023,201604023,2016,AZ,Santa Cruz County,433.76,74.86,826.45,,,451.95,,205.7,223.99,81.66,379.72,,,225.97,,117.54,122.0,11.0,111.0,,,110.0,,7.0,63.0,12.0,51.0,,,55.0,,4.0
04025,201604025,2016,AZ,Yavapai County,1436.15,441.73,2476.1,427.35,3548.15,1740.54,2959.83,1305.59,577.93,251.75,919.05,,1665.46,603.06,1775.9,529.59,1819.0,286.0,1533.0,8.0,49.0,355.0,70.0,1314.0,732.0,163.0,569.0,,23.0,123.0,42.0,533.0
04027,201604027,2016,AZ,Yuma County,775.69,110.83,1371.93,,1142.17,775.8,3057.68,609.3,387.45,92.36,652.08,,781.48,359.94,2501.74,277.5,977.0,66.0,911.0,,38.0,666.0,44.0,202.0,488.0,55.0,433.0,,26.0,309.0,36.0,92.0
05001,201605001,2016,AR,Arkansas County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05003,201605003,2016,AR,Ashley County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05005,201605005,2016,AR,Baxter County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05007,201605007,2016,AR,Benton County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05009,201605009,2016,AR,Boone County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05011,201605011,2016,AR,Bradley County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05013,201605013,2016,AR,Calhoun County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05015,201605015,2016,AR,Carroll County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05017,201605017,2016,AR,Chicot County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05019,201605019,2016,AR,Clark County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05021,201605021,2016,AR,Clay County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05023,201605023,2016,AR,Cleburne County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05025,201605025,2016,AR,Cleveland County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05027,201605027,2016,AR,Columbia County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05029,201605029,2016,AR,Conway County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05031,201605031,2016,AR,Craighead County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05033,201605033,2016,AR,Crawford County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05035,201605035,2016,AR,Crittenden County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05037,201605037,2016,AR,Cross County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05039,201605039,2016,AR,Dallas County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05041,201605041,2016,AR,Desha County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05043,201605043,2016,AR,Drew County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05045,201605045,2016,AR,Faulkner County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05047,201605047,2016,AR,Franklin County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05049,201605049,2016,AR,Fulton County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05051,201605051,2016,AR,Garland County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05053,201605053,2016,AR,Grant County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05055,201605055,2016,AR,Greene County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05057,201605057,2016,AR,Hempstead County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05059,201605059,2016,AR,Hot Spring County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05061,201605061,2016,AR,Howard County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05063,201605063,2016,AR,Independence County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05065,201605065,2016,AR,Izard County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05067,201605067,2016,AR,Jackson County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05069,201605069,2016,AR,Jefferson County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05071,201605071,2016,AR,Johnson County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05073,201605073,2016,AR,Lafayette County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
