origin,count within 30,minutes
1001020100,3,11.32
1001020200,3,7.42
1001020300,4,0.0
1001020400,4,5.7
1001020500,7,7.5
1001020600,4,9.9
1001020700,4,11.6
1001020801,1,18.57
1001020802,1,17.04
1001020900,1,24.3
1003010200,2,12.47
1003010300,1,21.43
1003010500,1,0.0
1003010600,1,6.46
1003010701,6,12.12
1003010703,5,17.87
1003010704,6,13.01
1003010705,6,0.0
1003010800,6,9.73
1003010903,2,27.08
1003010905,2,19.59
1003010906,1,20.67
1003011000,1,10.92
1003011101,2,11.38
1003011102,3,15.45
1003011201,2,7.85
1003011202,2,0.0
1003011300,2,17.59
1003011401,2,16.75
1003011403,1,14.46
1003011406,1,23.65
1003011407,1,24.84
1003011501,1,0.0
1003011502,1,10.46
1003011601,1,17.49
1003011602,1,24.3
1003990000,1,21.75
1005950100,1,18.22
1005950500,1,25.43
1005950600,1,13.67
1005950700,1,0.0
1005950800,1,6.09
1005950900,1,8.81
1007010004,1,0.0
1009050101,1,0.0
1009050102,1,20.32
1009050200,1,29.04
1009050400,1,27.55
1011952100,1,25.87
1011952200,1,0.0
1011952500,1,22.11
1013952700,1,18.76
1013952800,2,5.89
1013952900,2,0.0
1013953000,1,17.55
1013953100,2,8.91
1013953200,1,15.17
1013953300,1,26.45
1013953400,2,0.0
1015000200,4,0.0
1015000300,4,5.1
1015000400,4,10.29
1015000500,4,5.17
1015000600,4,5.46
1015000700,4,10.71
1015000800,4,0.0
1015000900,4,6.77
1015001000,4,7.03
1015001100,3,15.06
1015001201,4,7.91
1015001202,4,12.12
1015001300,4,6.0
1015001400,4,12.02
1015001500,3,16.98
1015001600,4,10.45
1015001700,4,10.91
1015001800,4,10.57
1015002000,4,19.2
1015002101,4,7.6
1015002102,4,7.26
1015002103,4,0.0
1015002200,1,25.81
1015002300,1,25.17
1015002400,1,14.37
1015002501,6,15.08
1015002502,4,21.04
1015002600,1,27.68
1015981903,4,18.4
1017953900,1,11.73
1017954200,2,9.86
1017954300,1,14.41
1017954400,2,5.69
1017954500,2,5.88
1017954600,3,0.0
1017954700,1,9.99
1019955701,1,11.91
1019955702,2,23.04
1019955800,1,14.04
1019955900,1,16.84
1019956000,1,0.0
1019956100,1,18.79
1021060101,1,8.1
1021060102,1,0.0
1021060200,1,17.76
1021060300,1,16.87
1021060401,1,10.86
1021060402,1,24.85
1021060500,1,26.73
1021060600,1,24.11
1021060700,1,13.49
1023956700,1,29.55
1023956800,1,0.0
1023956900,1,28.17
1025957500,1,24.51
1025957602,1,27.68
1025957800,1,0.0
1025957901,1,0.0
1025957902,2,18.38
1027958900,1,21.55
1027959000,1,0.0
1027959100,1,24.23
1029959500,1,28.87
1029959600,2,27.35
1029959700,2,29.3
1031010300,1,15.24
1031010400,2,20.23
1031010500,2,15.93
1031010600,1,13.2
1031010700,1,25.68
1031010800,1,19.21
1031010900,1,0.0
1031011000,1,7.17
1031011100,1,7.17
1031011201,1,13.76
1031011202,1,9.62
1031011300,1,4.02
1033020100,3,4.8
1033020200,3,1.99
1033020300,3,0.0
1033020400,3,7.87
1033020500,3,6.9
1033020600,4,4.49
1033020701,3,7.38
1033020703,3,4.31
1033020704,4,0.0
1033020801,3,23.57
1033020802,4,15.58
1033020901,4,19.46
1033020902,3,21.06
1033021000,2,26.89
1035960300,1,28.33
1035960400,1,29.76
1035960500,2,17.74
1035960600,1,0.0
1037961000,1,26.12
1037961100,1,17.76
1039961600,1,28.81
1039961700,1,21.56
1039961800,1,0.0
1039961900,1,8.01
1039962000,2,10.37
1039962100,1,5.66
1039962300,2,17.07
1039962400,1,0.0
1039962500,1,7.85
1039962600,2,8.78
1039962700,1,7.99
1039962800,1,12.55
1039962900,1,22.26
1041963600,2,10.88
1041963700,2,0.0
1041963900,2,19.32
1043964100,1,22.43
1043964200,2,13.16
1043964300,2,17.04
1043964400,2,17.33
1043964500,2,23.27
1043964600,2,23.45
1043964700,2,8.64
1043964800,2,6.71
1043964900,2,0.0
1043965000,2,0.0
1043965100,2,9.57
1043965200,2,17.25
1043965300,2,22.12
1043965401,2,16.07
1043965402,2,19.3
1043965500,2,21.49
1045020000,2,21.86
1045020100,1,21.79
1045020200,1,24.46
1045020300,1,8.32
1045020400,1,6.99
1045020500,1,0.0
1045020700,1,5.84
1045020801,1,15.26
1045020802,1,10.07
1045021101,1,13.96
1045021102,2,14.42
1045021200,2,16.35
1045021300,1,24.98
1045021400,6,16.32
1047956100,1,22.43
1047956201,1,11.01
1047956202,1,21.61
1047956300,1,4.83
1047956400,1,5.54
1047956500,1,7.54
1047956600,1,4.89
1047956701,1,8.26
1047956702,1,5.5
1047956800,1,0.0
1047956900,1,25.86
1047957100,1,21.03
1047957200,1,14.23
1047957300,1,13.9
1049960300,1,20.97
1049960400,1,15.52
1049960700,1,17.3
1049960800,3,19.06
1049960900,1,9.28
1049961000,1,19.73
1049961100,1,0.0
1049961200,1,11.95
1049961300,1,14.22
1049961400,1,25.73
1051030400,1,0.0
1051030500,2,24.33
1051030600,1,0.0
1051030701,3,23.5
1051030702,1,24.44
1051030800,1,15.32
1051030901,1,27.87
1051030902,2,24.86
1051031000,8,11.31
1051031100,3,18.45
1051031200,3,26.05
1051031300,8,11.14
1053969800,1,15.96
1053969900,1,21.85
1053970100,1,0.0
1053970200,1,5.24
1053970300,3,28.02
1053970400,1,22.48
1053970500,1,9.43
1053970600,1,8.21
1053970700,1,0.0
1055000200,4,7.07
1055000300,4,4.75
1055000400,4,0.0
1055000500,5,7.82
1055000600,5,8.39
1055000700,5,5.74
1055000800,5,3.81
1055000900,4,7.71
1055001000,4,2.54
1055001100,4,11.17
1055001200,4,0.0
1055001300,4,3.28
1055001600,4,8.59
1055001700,4,3.55
1055010100,5,10.61
1055010200,5,13.4
1055010300,4,24.27
1055010401,4,10.26
1055010402,4,13.0
1055010501,4,15.88
1055010502,4,10.43
1055010601,3,29.16
1055010602,3,22.54
1055010700,2,29.44
1055010800,4,13.79
1055010900,4,15.18
1055011001,2,16.42
1055011002,1,14.92
1055011100,2,28.45
1055011200,4,0.0
1057020000,1,29.7
1057020100,2,16.85
1057020200,1,0.0
1057020300,1,13.35
1059972900,1,14.41
1059973000,2,0.0
1059973100,1,26.02
1059973200,1,9.29
1059973300,1,17.15
1059973400,1,0.0
1059973500,1,12.37
1059973700,1,26.08
1061050100,1,19.54
1061050200,2,19.62
1061050300,1,0.0
1061050400,1,21.67
1061050600,5,28.25
1063060000,1,27.76
1063060100,1,0.0
1063060200,1,29.19
1065040100,1,29.12
1065040200,1,17.02
1065040300,2,15.87
1065040400,1,0.0
1065040500,1,22.05
1067030500,5,20.57
1069040100,6,17.75
1069040201,5,9.82
1069040202,5,0.0
1069040301,5,10.04
1069040302,5,9.43
1069040400,5,9.93
1069040500,5,10.55
1069040600,5,7.64
1069040700,5,8.48
1069040800,5,11.37
1069040900,5,7.45
1069041000,5,0.0
1069041100,5,7.28
1069041200,5,5.1
1069041400,5,6.43
1069041500,5,9.76
1069041600,5,19.04
1069041700,5,20.36
1069041900,5,14.83
1069042000,4,19.67
1069042100,6,21.11
1071950300,1,28.94
1071950500,1,25.95
1071950600,1,13.74
1071950700,1,9.74
1071950800,1,0.0
1071950900,1,7.71
1071951100,2,21.34
1073000100,13,5.74
1073000300,13,5.45
1073000400,13,11.27
1073000500,13,7.3
1073000700,13,11.48
1073000800,14,7.49
1073001100,14,10.01
1073001200,14,9.11
1073001400,14,8.23
1073001500,14,5.74
1073001600,13,7.14
1073001902,13,3.25
1073002000,13,2.88
1073002100,13,4.58
1073002200,13,0.0
1073002303,13,5.53
1073002305,13,6.72
1073002306,13,9.13
1073002400,13,5.72
1073002700,16,3.64
1073002900,16,4.78
1073003001,14,5.11
1073003002,14,5.98
1073003100,14,5.75
1073003200,14,7.83
1073003300,14,8.76
1073003400,14,9.43
1073003500,13,12.16
1073003600,14,8.27
1073003700,14,7.9
1073003802,14,8.32
1073003803,14,4.85
1073003900,14,3.65
1073004000,14,0.0
1073004200,16,5.25
1073004500,16,0.0
1073004701,13,0.0
1073004702,13,4.81
1073004800,13,3.21
1073004901,15,2.95
1073004902,15,2.85
1073005000,15,4.54
1073005101,16,4.8
1073005103,15,5.47
1073005104,15,7.21
1073005200,16,4.42
1073005302,13,7.82
1073005500,13,12.45
1073005600,13,6.95
1073005701,12,8.31
1073005702,14,6.24
1073005800,15,6.96
1073005903,11,0.0
1073005905,10,5.63
1073005907,10,8.25
1073005908,10,7.12
1073005909,9,11.15
1073005910,9,16.06
1073010001,9,18.47
1073010002,8,14.99
1073010100,9,14.53
1073010200,10,12.61
1073010301,10,14.27
1073010302,9,17.51
1073010401,9,15.95
1073010402,8,12.57
1073010500,9,15.7
1073010602,13,11.54
1073010603,13,12.0
1073010701,15,6.24
1073010702,15,4.75
1073010703,15,5.75
1073010704,15,0.0
1073010705,15,4.47
1073010706,15,9.07
1073010801,13,6.47
1073010802,13,8.48
1073010803,13,14.04
1073010804,13,12.09
1073010805,13,17.54
1073010900,13,12.22
1073011001,10,20.11
1073011002,9,22.3
1073011104,7,13.47
1073011107,8,14.55
1073011108,11,11.37
1073011109,7,19.04
1073011110,2,21.72
1073011111,6,20.34
1073011205,7,16.1
1073011206,2,19.3
1073011207,7,13.09
1073011208,7,16.04
1073011209,7,12.89
1073011210,7,13.39
1073011301,1,25.86
1073011703,8,17.42
1073011704,6,25.33
1073011705,9,21.92
1073011706,1,29.83
1073011802,8,11.38
1073011803,9,9.35
1073011804,7,12.63
1073011901,9,20.14
1073011904,12,10.8
1073012001,12,15.62
1073012002,12,15.15
1073012103,8,20.26
1073012104,6,24.53
1073012302,1,29.92
1073012304,9,19.18
1073012305,7,22.2
1073012401,12,14.07
1073012402,9,15.74
1073012403,6,24.62
1073012500,8,16.39
1073012602,10,12.04
1073012701,13,12.15
1073012703,12,18.3
1073012704,12,17.23
1073012802,15,7.85
1073012803,15,9.65
1073012905,13,0.0
1073012906,15,12.01
1073012907,14,13.05
1073012908,15,10.63
1073012910,15,0.0
1073012911,15,8.39
1073012912,15,13.17
1073012913,15,15.65
1073012914,15,9.82
1073012915,14,8.66
1073013002,15,10.95
1073013100,13,10.75
1073013200,13,9.74
1073013300,9,14.83
1073013400,11,14.2
1073013601,9,14.46
1073013801,9,11.68
1073013901,9,15.59
1073013902,9,17.34
1073014001,6,27.11
1073014002,1,20.62
1073014104,6,0.0
1073014105,8,8.37
1073014203,1,13.95
1073014204,10,18.3
1073014301,7,15.03
1073014302,13,15.1
1073014404,16,7.26
1073014405,14,9.46
1073014406,14,14.91
1073014408,15,14.38
1073014409,15,12.85
1073014410,14,15.96
1073014412,15,16.03
1073014413,14,18.12
1077010100,3,2.26
1077010200,3,0.0
1077010300,3,1.92
1077010400,3,5.09
1077010600,3,3.16
1077010700,3,5.25
1077010800,3,7.11
1077010900,3,6.95
1077011000,3,5.92
1077011101,3,10.23
1077011102,3,10.45
1077011200,3,19.46
1077011400,1,24.46
1077011501,3,13.32
1077011502,3,20.8
1077011602,1,26.12
1077011603,3,20.45
1077011604,3,21.75
1079979100,4,18.46
1079979200,3,25.88
1079979300,2,16.7
1079979400,4,0.0
1079979500,4,12.55
1079979600,4,14.56
1079979700,1,11.2
1079979800,1,10.22
1079979900,1,23.78
1081040200,1,12.67
1081040300,1,15.7
1081040400,1,18.12
1081040500,1,20.46
1081040602,1,15.43
1081040603,1,21.44
1081040604,1,23.56
1081040700,1,16.4
1081040800,1,15.52
1081040901,1,13.85
1081040902,1,14.76
1081041000,1,25.24
1081041100,1,7.99
1081041200,2,10.44
1081041300,2,0.0
1081041400,2,5.6
1081041600,3,6.69
1081041700,2,8.44
1081041800,2,24.42
1081041900,8,14.95
1081042002,8,7.41
1081042003,7,18.03
1081042004,7,12.62
1081042005,7,12.31
1081042006,8,10.32
1081042101,1,23.5
1081042102,1,26.89
1083020101,3,17.0
1083020201,2,10.6
1083020202,2,19.64
1083020300,2,27.85
1083020401,2,17.18
1083020402,3,10.44
1083020500,4,4.46
1083020600,4,0.0
1083020700,4,6.04
1083020801,4,17.97
1083020802,6,13.96
1083020900,6,10.42
1083021000,6,5.48
1083021100,6,13.92
1083021200,4,15.68
1085781200,1,29.48
1087231601,2,15.32
1087231602,1,18.24
1087231603,1,0.0
1087231700,1,13.5
1087231800,1,18.78
1087231900,1,14.85
1087232000,1,15.64
1087232100,1,16.16
1087232200,1,28.48
1089000201,7,10.21
1089000202,7,10.19
1089000301,7,9.42
1089000302,7,10.96
1089000403,7,13.99
1089000501,7,9.41
1089000502,7,8.27
1089000503,7,7.37
1089000601,7,6.6
1089000602,7,7.69
1089000701,7,7.33
1089000702,7,6.37
1089000901,7,8.38
1089000902,7,5.32
1089001000,7,3.05
1089001200,7,5.59
1089001301,7,8.33
1089001302,7,6.95
1089001401,7,10.18
1089001402,7,6.74
1089001500,7,6.19
1089001700,7,4.25
1089001801,7,8.29
1089001901,7,0.0
1089001902,6,7.15
1089001903,7,4.75
1089002000,7,4.71
1089002100,7,5.25
1089002200,7,6.37
1089002300,7,8.55
1089002400,7,7.72
1089002501,7,6.21
1089002502,7,6.17
1089002600,7,0.0
1089002701,6,6.38
1089002721,6,8.21
1089002722,6,9.29
1089002801,6,8.07
1089002802,6,12.68
1089002911,6,12.75
1089002912,6,13.14
1089002921,6,12.61
1089002922,6,13.62
1089003000,7,3.44
1089003100,7,0.0
1089010100,4,21.37
1089010200,4,22.29
1089010301,4,26.46
1089010402,4,21.0
1089010501,4,15.88
1089010502,6,17.25
1089010612,9,5.59
1089010621,7,9.88
1089010622,7,0.0
1089010623,6,14.65
1089010624,6,11.21
1089010701,6,17.68
1089010702,6,12.51
1089010800,6,12.33
1089010901,6,16.4
1089010902,2,30.0
1089011011,9,0.0
1089011012,6,11.35
1089011013,7,12.27
1089011014,8,8.92
1089011021,9,12.23
1089011022,8,13.06
1089011100,7,0.0
1089011200,8,19.7
1091972900,1,4.92
1091973000,1,27.23
1091973400,1,0.0
1093964000,1,23.32
1093964100,1,26.28
1093964200,1,23.47
1093964300,1,13.45
1093964400,1,0.0
1093964500,1,18.5
1093964600,2,16.41
1093964700,1,0.0
1095030300,1,22.7
1095030401,1,12.53
1095030402,1,13.46
1095030500,1,0.0
1095030600,2,26.95
1095030701,1,19.98
1095030702,1,29.35
1095030801,1,12.92
1095030802,1,9.77
1095030902,1,14.05
1095030903,1,13.14
1095030904,1,17.67
1095031000,1,26.33
1095031100,1,7.06
1095031200,1,0.0
1097000200,8,4.17
1097000401,8,3.97
1097000402,8,5.97
1097000500,8,3.01
1097000600,8,4.33
1097000701,8,2.69
1097000702,8,4.57
1097000800,8,0.0
1097000901,8,0.0
1097000902,8,1.66
1097000903,8,3.16
1097001001,8,2.5
1097001002,8,4.67
1097001100,8,5.52
1097001200,8,4.67
1097001302,8,6.79
1097001400,8,5.91
1097001501,8,7.48
1097001502,8,6.52
1097001800,7,16.86
1097001901,7,18.27
1097001902,7,17.88
1097002000,7,18.88
1097002100,8,10.0
1097002200,8,9.53
1097002301,8,8.61
1097002302,8,8.3
1097002400,8,5.47
1097002501,8,3.33
1097002502,8,0.0
1097002600,8,4.07
1097002700,8,4.84
1097002800,8,6.32
1097002900,8,7.49
1097003000,7,9.75
1097003100,7,10.56
1097003202,7,8.07
1097003203,7,6.88
1097003204,7,4.95
1097003205,7,8.72
1097003301,7,0.0
1097003302,7,7.08
1097003402,7,10.85
1097003404,7,15.73
1097003405,7,14.0
1097003406,7,10.66
1097003407,7,17.96
1097003408,7,11.93
1097003501,7,11.44
1097003502,7,6.84
1097003602,7,11.27
1097003605,7,9.0
1097003606,7,7.09
1097003607,7,8.32
1097003608,7,13.67
1097003703,7,0.0
1097003704,7,7.46
1097003705,7,8.3
1097003706,7,8.28
1097003707,7,8.79
1097003708,7,11.96
1097003709,7,0.0
1097003710,7,6.63
1097003800,5,21.1
1097003901,7,6.87
1097003902,8,4.85
1097004000,8,8.57
1097004100,8,6.45
1097004800,8,9.91
1097004900,7,9.66
1097005000,7,12.43
1097005100,7,12.84
1097005200,8,11.02
1097005300,7,14.33
1097005400,7,17.87
