origin,count within 30,minutes
1001020100,25,10.94
1001020200,39,7.42
1001020300,44,0.0
1001020400,51,0.0
1001020500,63,0.0
1001020600,48,5.5
1001020700,49,0.0
1001020801,12,14.85
1001020802,16,17.04
1001020900,12,0.0
1001021000,2,20.51
1001021100,2,0.0
1003010200,8,12.47
1003010300,8,0.0
1003010500,5,0.0
1003010600,13,6.46
1003010701,61,0.0
1003010703,46,0.0
1003010704,50,13.01
1003010705,58,0.0
1003010800,54,0.0
1003010903,27,0.0
1003010904,8,19.93
1003010905,24,0.0
1003010906,25,10.18
1003011000,24,10.92
1003011101,29,0.0
1003011102,34,7.33
1003011201,32,0.0
1003011202,28,0.0
1003011300,19,16.28
1003011401,21,0.0
1003011403,16,0.0
1003011405,12,11.67
1003011406,16,0.0
1003011407,14,0.0
1003011408,7,18.53
1003011501,21,0.0
1003011502,20,0.0
1003011601,20,0.0
1003011602,19,0.0
1003990000,10,21.75
1005950100,8,0.0
1005950200,2,0.0
1005950300,1,16.81
1005950500,7,19.74
1005950600,9,0.0
1005950700,8,0.0
1005950800,8,0.0
1005950900,8,0.0
1007010001,2,26.98
1007010002,3,0.0
1007010003,2,0.0
1007010004,2,0.0
1009050101,6,0.0
1009050102,11,0.0
1009050200,8,0.0
1009050300,6,0.0
1009050400,15,18.34
1009050500,2,0.0
1009050601,6,18.53
1009050602,12,0.0
1009050700,5,0.0
1011952100,4,25.87
1011952200,3,0.0
1011952500,3,22.11
1013952700,4,0.0
1013952800,5,0.0
1013952900,5,0.0
1013953000,3,17.55
1013953100,5,5.81
1013953200,8,11.41
1013953300,1,26.45
1013953400,4,0.0
1015000200,28,0.0
1015000300,28,5.1
1015000400,28,10.29
1015000500,28,5.17
1015000600,28,5.46
1015000700,28,0.0
1015000800,32,0.0
1015000900,30,0.0
1015001000,32,0.0
1015001100,27,0.0
1015001201,31,0.0
1015001202,31,6.53
1015001300,30,6.0
1015001400,29,12.02
1015001500,26,0.0
1015001600,28,5.19
1015001700,28,0.0
1015001800,28,7.61
1015002000,29,12.75
1015002101,21,5.64
1015002102,21,0.0
1015002103,22,0.0
1015002200,7,0.0
1015002300,7,0.0
1015002400,10,12.2
1015002501,28,0.0
1015002502,21,17.68
1015002600,21,14.03
1015981901,3,15.32
1015981902,2,22.78
1015981903,26,12.4
1017953800,3,20.63
1017953900,5,10.87
1017954000,1,0.0
1017954200,10,9.16
1017954300,5,0.0
1017954400,14,5.69
1017954500,14,0.0
1017954600,24,0.0
1017954700,6,9.99
1019955701,8,0.0
1019955702,15,14.01
1019955800,9,0.0
1019955900,8,16.84
1019956000,9,0.0
1019956100,5,18.79
1021060101,9,0.0
1021060102,10,0.0
1021060200,7,17.76
1021060300,7,16.87
1021060401,16,0.0
1021060402,14,0.0
1021060500,8,0.0
1021060600,8,21.92
1021060700,7,12.71
1023956700,2,29.55
1023956800,3,0.0
1023956900,3,0.0
1023957000,1,25.76
1025957500,6,18.37
1025957602,6,0.0
1025957800,9,0.0
1025957901,4,0.0
1025957902,6,0.0
1025958001,3,22.82
1027958900,4,0.0
1027959000,4,0.0
1027959100,4,24.23
1029959500,6,26.0
1029959600,19,0.0
1029959700,19,13.96
1029959800,2,27.79
1031010100,2,25.16
1031010200,1,23.93
1031010300,10,14.55
1031010400,13,8.31
1031010500,12,0.0
1031010600,6,13.2
1031010700,5,25.68
1031010800,8,18.52
1031010900,11,0.0
1031011000,10,6.62
1031011100,10,0.0
1031011201,10,0.0
