origin,count within 30,minutes
1001020200,1,29.75
1001020300,1,28.19
1001020400,1,26.39
1001020500,2,23.44
1001020600,1,27.8
1001020700,1,27.08
1003010600,1,29.49
1003010701,5,14.34
1003010703,3,0.0
1003010704,4,15.44
1003010705,4,17.76
1003010800,4,15.03
1003010903,2,21.52
1003010905,2,19.59
1003010906,2,20.67
1003011000,1,10.92
1003011101,1,15.73
1003011102,2,20.21
1003011201,1,19.88
1003011202,1,23.19
1003011300,2,29.16
1003011401,1,16.75
1003011403,1,14.46
1003011406,1,23.65
1003011407,1,24.84
1003011501,1,0.0
1003011502,1,10.46
1003011601,1,17.49
1003011602,1,24.3
1005950100,1,16.57
1005950500,1,25.57
1005950600,1,13.81
1005950700,1,6.2
1005950800,1,0.0
1005950900,1,8.95
1007010004,1,0.0
1009050101,1,20.2
1009050102,1,0.0
1009050200,1,11.12
1009050300,1,25.48
1009050400,1,18.34
1009050601,1,18.53
1009050602,1,18.63
1015000200,4,5.04
1015000300,4,0.0
1015000400,4,8.39
1015000500,4,5.04
1015000600,4,8.0
1015000700,4,9.36
1015000800,4,5.79
1015000900,4,5.72
1015001000,4,0.0
1015001100,4,0.0
1015001201,4,0.0
1015001202,4,6.53
1015001300,4,8.33
1015001400,4,14.17
1015001500,4,17.03
1015001600,4,7.28
1015001700,4,7.74
1015001800,4,13.48
1015002000,4,12.75
1015002101,2,23.37
1015002102,2,23.03
1015002103,3,16.66
1015002501,3,14.49
1015002502,1,26.59
1015002600,5,25.41
1015981901,1,28.16
1015981903,4,12.66
1017954200,1,28.11
1017954400,2,27.41
1017954500,2,27.59
1017954600,3,24.47
1019955701,2,11.91
1019955702,3,23.04
1019955800,3,14.04
1019955900,2,0.0
1019956000,2,0.0
1019956100,1,18.79
1021060101,2,8.1
1021060102,2,0.0
1021060200,2,0.0
1021060300,2,16.87
1021060401,3,10.86
1021060402,2,21.88
1021060500,1,26.73
1021060600,1,24.11
1021060700,2,13.49
1023956700,1,29.55
1023956800,1,0.0
1023956900,1,28.17
1029959600,3,20.61
1029959700,3,22.57
1031010900,1,28.88
1031011202,1,29.96
1031011300,1,25.27
1033020100,6,0.0
1033020200,6,3.27
1033020300,6,4.65
1033020400,6,11.07
1033020500,6,10.18
1033020600,7,9.15
1033020701,6,12.62
1033020703,6,9.59
1033020704,7,5.94
1033020801,6,25.92
1033020802,6,20.85
1033020901,5,19.46
1033020902,3,24.74
1033021000,1,26.89
1035960400,1,29.76
1037961000,1,26.12
1039961600,2,20.97
1039961700,2,21.6
1039961800,2,10.28
1039961900,2,8.91
1039962000,2,0.0
1039962100,2,6.17
1039962300,2,11.6
1039962400,2,28.69
1039962500,2,25.16
1039962600,2,23.08
1039962700,2,25.37
1039962800,2,26.73
1039962900,2,29.19
1043964200,4,13.16
1043964300,3,17.04
1043964400,3,17.33
1043964500,4,22.55
1043964600,3,23.17
1043964700,3,13.68
1043964800,4,0.0
1043964900,4,0.0
1043965000,4,6.89
1043965100,3,14.38
1043965200,4,17.25
1043965300,4,0.0
1043965401,3,20.88
1043965402,3,24.11
1043965500,3,24.3
1045020000,2,24.69
1045020100,1,21.79
1045020200,2,24.46
1045020300,1,8.32
1045020400,1,6.99
1045020500,1,0.0
1045020700,1,5.84
1045020801,1,15.26
1045020802,1,10.07
1045021101,1,26.84
1045021102,4,19.41
1045021200,3,21.03
1045021300,4,22.77
1045021400,6,15.47
1047956100,1,21.37
1047956201,1,13.82
1047956202,1,23.28
1047956300,1,4.64
1047956400,1,3.58
1047956500,1,3.93
1047956600,1,0.0
1047956701,1,9.61
1047956702,1,6.92
1047956800,1,5.05
1047956900,1,27.21
1047957100,1,17.45
1047957200,1,10.65
1047957300,1,10.32
1049960200,1,24.76
1049960300,3,20.97
1049960400,3,15.52
1049960800,7,19.06
1049960900,3,9.28
1049961000,3,19.73
1049961100,3,0.0
1049961200,3,0.0
1049961300,3,14.22
1049961400,3,16.84
1051030701,3,22.87
1051030800,1,29.5
1051031000,2,23.79
1051031300,4,19.82
1053969800,1,15.96
1053969900,1,21.85
1053970100,1,0.0
1053970200,1,5.24
1053970300,2,15.09
1053970700,1,29.59
1055000200,7,6.91
1055000300,7,3.31
1055000400,7,5.71
1055000500,7,4.74
1055000600,7,4.58
1055000700,7,2.65
1055000800,7,0.0
1055000900,7,7.11
1055001000,7,1.77
1055001100,7,10.95
1055001200,7,3.85
1055001300,7,4.74
1055001600,7,8.88
1055001700,7,9.1
1055010100,7,0.0
1055010200,7,0.0
1055010300,6,13.04
1055010401,7,5.3
1055010402,7,0.0
1055010501,6,11.09
1055010502,6,15.99
1055010601,1,29.0
1055010602,1,28.09
1055010800,7,0.0
1055010900,7,15.09
1055011001,4,24.34
1055011002,4,22.7
1055011100,4,20.13
1055011200,7,6.33
1057020000,3,26.58
1057020100,4,0.0
1057020200,3,0.0
1057020300,3,13.35
1059972900,1,14.41
1059973000,1,0.0
1059973100,1,26.02
1059973200,1,9.29
1059973300,1,17.15
1059973700,1,26.08
1061050100,1,19.54
1061050200,1,20.36
1061050300,1,0.0
1061050400,1,21.67
1061050500,3,27.04
1061050600,4,24.94
1063060000,1,27.76
1063060100,1,0.0
1063060200,2,29.19
1065040000,4,27.76
1065040100,1,29.12
1065040300,1,28.43
1067030100,1,9.57
1067030200,1,0.0
1067030300,1,21.07
1067030400,2,20.17
1067030500,5,16.02
1067030600,1,29.43
1069040100,5,0.0
1069040201,5,9.79
1069040202,5,0.0
1069040301,5,4.97
1069040302,5,8.67
1069040400,5,0.0
1069040500,5,5.71
1069040600,5,3.08
1069040700,5,5.19
1069040800,5,8.12
1069040900,5,7.02
1069041000,5,5.04
1069041100,5,4.04
1069041200,5,0.0
1069041400,5,0.0
1069041500,5,5.42
1069041600,4,17.09
1069041700,2,27.18
1069041900,4,13.63
1069042000,3,19.24
1069042100,4,17.86
1071950200,1,16.0
1071950300,2,0.0
1071950500,1,25.95
1071950600,1,13.74
1071950700,1,9.74
1071950800,2,0.0
1071950900,2,7.71
1071951100,3,21.34
1073000100,10,7.73
1073000300,11,5.01
1073000400,11,9.29
1073000500,11,4.72
1073000700,11,11.15
1073000800,12,7.49
1073001100,10,5.68
1073001200,10,0.0
1073001400,11,7.94
1073001500,11,5.74
1073001600,11,6.39
1073001902,11,6.66
1073002000,11,8.31
1073002100,10,8.83
1073002200,11,7.62
1073002303,11,7.04
1073002305,11,4.88
1073002306,11,5.44
1073002400,11,0.0
1073002700,11,3.64
1073002900,11,4.78
1073003001,11,5.11
1073003002,11,5.98
1073003100,10,5.75
1073003200,10,7.83
1073003300,10,8.76
1073003400,10,9.43
1073003500,10,12.16
1073003600,10,8.27
1073003700,10,7.9
1073003802,10,8.32
1073003803,10,4.85
1073003900,10,3.65
1073004000,10,0.0
1073004200,11,5.25
1073004500,11,0.0
1073004701,11,4.56
1073004702,11,4.87
1073004800,11,3.79
1073004901,11,2.29
1073004902,11,0.0
1073005000,10,4.54
1073005101,10,4.8
1073005103,10,5.47
1073005104,10,7.21
1073005200,10,4.42
1073005302,10,7.82
1073005500,12,12.36
1073005600,11,7.39
1073005701,9,8.31
1073005702,10,6.24
1073005800,10,6.35
1073005903,10,0.0
1073005905,10,5.63
1073005907,9,8.25
1073005908,10,7.12
1073005909,9,11.15
1073005910,9,16.06
1073010001,9,18.47
1073010002,9,20.06
1073010100,9,15.06
1073010200,9,13.64
1073010301,9,11.98
1073010302,9,15.4
1073010401,9,14.78
1073010402,9,18.38
1073010500,9,15.3
1073010602,10,11.54
1073010603,10,12.0
1073010701,11,5.6
1073010702,11,5.17
1073010703,11,6.94
1073010704,10,7.59
1073010705,10,7.66
1073010706,10,9.15
1073010801,11,9.28
1073010802,11,8.21
1073010803,10,14.34
1073010804,11,13.32
1073010805,10,18.69
1073010900,11,11.65
1073011001,6,20.91
1073011002,6,23.1
1073011104,6,13.47
1073011107,8,0.0
1073011108,9,7.05
1073011109,5,10.99
1073011110,3,18.03
1073011111,5,13.82
1073011205,5,16.1
1073011206,4,19.3
1073011207,8,13.09
1073011208,5,15.1
1073011209,8,12.89
1073011210,8,13.39
1073011301,1,25.86
1073011302,1,19.82
1073011400,1,0.0
1073011500,1,25.42
1073011703,9,17.42
1073011704,8,17.57
1073011705,10,21.92
1073011706,1,29.83
1073011802,9,11.38
1073011803,9,9.35
1073011804,8,12.63
1073011901,9,18.2
1073011904,10,11.03
1073012001,9,13.54
1073012002,11,15.15
1073012103,8,17.36
1073012104,7,20.21
1073012302,1,29.92
1073012304,9,19.18
1073012305,7,22.2
1073012401,10,9.75
1073012402,8,11.42
1073012403,7,20.3
1073012500,9,16.39
1073012602,9,12.04
1073012701,10,13.04
1073012703,7,23.09
1073012704,6,25.1
1073012802,11,11.29
1073012803,11,13.36
1073012905,10,14.77
1073012906,10,10.45
1073012907,9,14.8
1073012908,10,7.71
1073012910,11,13.69
1073012911,11,14.04
1073012912,10,10.25
1073012913,10,13.32
1073012914,10,8.65
1073012915,9,5.78
1073013002,10,10.95
1073013100,9,7.94
1073013200,10,9.74
1073013300,9,14.83
1073013400,10,14.2
1073013601,9,14.46
1073013801,9,16.75
1073013901,9,15.59
1073013902,9,17.34
1073014001,5,27.11
1073014104,7,26.24
1073014105,9,20.4
1073014203,2,25.98
1073014204,5,20.64
1073014301,8,17.12
1073014302,9,0.0
1073014404,11,0.0
1073014405,9,4.89
1073014406,9,11.32
1073014408,10,12.05
1073014409,10,9.93
1073014410,9,14.86
1073014412,9,12.5
1073014413,9,15.21
1075030000,1,21.74
1075030100,1,0.0
1075030200,1,24.42
1077010100,6,0.0
1077010200,6,2.26
1077010300,6,3.91
1077010400,6,4.47
1077010600,6,0.0
1077010700,6,3.72
1077010800,6,5.57
1077010900,6,0.0
1077011000,6,3.83
1077011101,6,8.13
1077011102,6,7.61
1077011200,6,19.41
1077011400,6,22.37
1077011501,6,11.45
1077011502,6,17.96
1077011602,5,24.25
1077011603,7,18.58
1077011604,7,18.29
1077011700,1,21.1
1077011801,1,17.56
1077011802,1,0.0
1079979100,2,19.06
1079979400,2,24.92
1079979500,2,24.69
1079979600,2,18.23
1081040200,2,8.52
1081040300,2,11.54
1081040400,2,13.96
1081040500,2,16.31
1081040602,2,11.28
1081040603,2,17.29
1081040604,2,19.41
1081040700,2,12.25
1081040800,2,11.37
1081040901,2,9.7
1081040902,2,10.61
1081041000,2,21.08
1081041100,2,0.0
1081041200,2,10.44
1081041300,2,0.0
1081041400,2,5.6
1081041600,2,6.69
1081041700,2,8.44
1081041800,1,25.77
1081041900,9,20.24
1081042002,8,12.51
1081042003,8,17.75
1081042004,8,16.52
1081042005,8,17.38
1081042006,9,15.61
1081042101,2,23.5
1081042102,1,26.89
1083020101,2,19.92
1083020102,1,0.0
1083020201,1,22.46
1083020202,2,25.27
1083020401,2,19.0
1083020402,4,14.69
1083020500,3,13.84
1083020600,3,13.97
1083020700,5,13.07
1083020801,5,22.88
1083020802,6,20.18
1083020900,5,11.68
1083021000,6,8.49
1083021100,3,0.0
1083021200,10,19.39
1085781000,1,28.41
1087231601,1,15.32
1087231602,1,18.24
1087231603,1,0.0
1087231700,1,13.5
1087231800,1,18.78
1087231900,1,14.85
1087232000,1,15.64
1087232100,1,16.16
1089000201,14,4.69
1089000202,14,0.0
1089000301,14,6.93
1089000302,14,8.11
1089000403,13,11.0
1089000501,14,8.94
1089000502,14,8.27
1089000503,14,6.79
1089000601,14,5.11
1089000602,14,6.58
1089000701,14,4.47
1089000702,14,4.56
1089000901,14,7.71
1089000902,14,5.32
1089001000,14,3.05
1089001200,14,5.59
1089001301,14,0.0
1089001302,14,5.21
1089001401,13,10.18
1089001402,16,6.74
1089001500,16,4.2
1089001700,14,4.25
1089001801,14,8.29
1089001901,14,7.84
1089001902,13,12.26
1089001903,14,9.82
1089002000,14,4.71
1089002100,16,4.9
1089002200,16,6.18
1089002300,14,4.13
1089002400,14,4.09
1089002501,14,0.0
1089002502,14,0.0
1089002600,14,6.21
1089002701,13,9.74
1089002721,13,7.45
1089002722,13,8.18
1089002801,13,11.61
1089002802,13,12.07
1089002911,13,9.15
1089002912,13,0.0
1089002921,13,8.83
1089002922,12,6.85
1089003000,14,0.0
1089003100,14,0.0
1089010100,8,15.29
1089010200,8,21.81
1089010301,9,21.29
1089010302,3,22.56
1089010401,1,29.64
1089010402,6,21.0
1089010501,9,19.1
1089010502,10,17.25
1089010612,14,8.81
1089010621,13,9.88
1089010622,16,0.0
1089010623,11,14.65
1089010624,8,17.01
1089010701,12,12.5
1089010702,13,0.0
1089010800,13,10.97
1089010901,13,17.77
1089010902,3,29.52
1089011011,15,8.87
1089011012,10,11.21
1089011013,15,9.25
1089011014,14,0.0
1089011021,16,8.91
1089011022,15,10.06
1089011100,14,0.0
1089011200,14,16.79
1089011300,1,23.96
1089011400,1,19.75
1091972900,2,4.92
1091973000,2,27.23
1091973400,2,0.0
1093964000,1,26.25
1093964100,3,26.28
1093964200,3,23.47
1093964300,3,13.45
1093964400,3,0.0
1093964500,2,18.5
1093964600,5,16.41
1093964700,2,0.0
1095030201,1,19.09
1095030202,2,0.0
1095030500,1,29.28
1095030600,2,14.25
1095030701,2,17.18
1095030702,2,0.0
1095030801,1,25.03
1095030802,1,28.75
1095030902,1,27.79
1095030903,1,22.14
1095030904,1,24.47
1095031100,3,28.84
1095031200,4,25.3
1097000200,11,2.42
1097000401,11,3.34
1097000402,11,4.42
1097000500,11,4.08
1097000600,11,3.56
1097000701,11,4.31
1097000702,10,3.6
1097000800,10,6.21
1097000901,11,2.56
1097000902,11,2.85
1097000903,11,3.93
1097001001,11,0.0
1097001002,11,3.5
1097001100,11,3.78
1097001200,11,3.12
1097001302,11,6.04
1097001400,11,5.96
1097001501,11,6.73
1097001502,11,5.77
1097001800,9,7.33
1097001901,9,8.75
1097001902,9,8.36
1097002000,9,15.29
1097002100,10,5.79
1097002200,10,7.78
1097002301,11,6.17
1097002302,11,6.59
1097002400,11,6.48
1097002501,11,5.32
1097002502,11,4.95
1097002600,10,7.27
1097002700,10,7.84
1097002800,10,7.57
1097002900,10,7.54
1097003000,10,0.0
1097003100,10,3.63
1097003202,10,0.0
1097003203,10,5.72
1097003204,10,0.0
1097003205,10,3.71
1097003301,10,5.05
1097003302,10,8.8
1097003402,10,12.46
1097003404,10,14.98
1097003405,10,13.83
1097003406,10,12.48
1097003407,9,19.57
1097003408,10,13.53
1097003501,10,13.26
1097003502,10,8.71
1097003602,10,11.27
1097003605,10,9.0
1097003606,10,7.09
1097003607,10,8.32
1097003608,10,13.5
1097003703,10,0.0
1097003704,10,7.46
1097003705,10,8.3
1097003706,10,8.28
1097003707,10,6.54
1097003708,10,7.32
1097003709,10,9.63
1097003710,10,8.32
1097003800,6,15.61
1097003901,10,5.96
1097003902,10,3.41
1097004000,10,3.42
1097004100,10,1.94
1097004800,10,4.42
1097004900,10,6.52
1097005000,10,6.94
1097005100,10,7.35
1097005200,10,5.52
1097005300,10,8.84
1097005400,8,12.37
1097005500,8,12.35
1097005600,6,15.38
1097005700,1,26.68
1097006102,8,20.47
1097006103,10,12.63
1097006105,9,14.11
1097006301,5,23.74
1097006302,7,20.18
1097006402,10,14.11
1097006403,10,6.36
1097006404,10,0.0
1097006405,10,7.36
1097006406,7,6.93
1097006501,7,20.93
1097006600,2,24.58
1097006701,1,28.36
1097006702,9,16.32
1097006801,9,11.02
1097006802,10,0.0
1097006901,10,9.42
1097006902,10,5.01
1097007000,9,16.11
1097007101,10,11.76
1097007102,10,12.47
1097007103,4,23.82
1097007201,1,27.65
1097007400,11,0.0
1097007500,10,3.2
1097007600,11,3.54
1097007700,11,0.0
1101000100,4,9.42
1101000200,4,8.88
1101000300,4,15.09
1101000400,4,14.28
1101000500,4,10.79
1101000600,4,8.97
1101000700,4,9.14
1101000900,4,18.12
1101001000,4,11.89
1101001100,4,11.38
1101001200,4,11.76
1101001300,4,9.76
1101001400,4,8.41
1101001500,4,6.61
1101001600,4,8.2
1101001700,4,7.41
1101001800,4,10.83
1101001900,4,10.09
1101002000,4,7.99
1101002100,4,10.45
1101002201,4,10.86
1101002202,4,10.87
1101002300,4,13.41
1101002400,4,14.89
1101002500,4,13.99
1101002600,4,8.03
1101002700,4,9.54
1101002800,4,6.36
1101002900,4,7.19
1101003000,4,17.51
