"","COUNTYFP","county","STATEFP","state","fordq_rate"
"1","013","Aleutians East Borough","02","AK",10.3
"2","016","Aleutians West Census Area","02","AK",3.55
"3","020","Anchorage Municipality","02","AK",3.40727272727273
"4","050","Bethel Census Area","02","AK",8.43333333333333
"5","060","Bristol Bay Borough","02","AK",5
"6","068","Denali Borough","02","AK",4.3
"7","070","Dillingham Census Area","02","AK",6.4
"8","090","Fairbanks North Star Borough","02","AK",5.32631578947368
"9","100","Haines Borough","02","AK",6.1
"10","110","Juneau City and Borough","02","AK",3.13333333333333
"11","122","Kenai Peninsula Borough","02","AK",5.2
"12","130","Ketchikan Gateway Borough","02","AK",4.325
"13","150","Kodiak Island Borough","02","AK",3.04
"14","164","Lake and Peninsula Borough","02","AK",8.5
"15","170","Matanuska-Susitna Borough","02","AK",4.83076923076923
"16","180","Nome Census Area","02","AK",6.15
"17","185","North Slope Borough","02","AK",4.3
"18","188","Northwest Arctic Borough","02","AK",9.75
"19",NA,"Prince of Wales-Outer Ketchikan Census A",NA,"AK",5.225
"20","220","Sitka City and Borough","02","AK",3.7
"21",NA,"Skagway-Hoonah-Angoon Census Area",NA,"AK",3.96666666666667
"22","240","Southeast Fairbanks Census Area","02","AK",5.73333333333333
"23","261","Valdez-Cordova Census Area","02","AK",4.86666666666667
"24",NA,"Wade Hampton Census Area",NA,"AK",6.3
"25",NA,"Wrangell-Petersburg Census Area",NA,"AK",8.33333333333333
"26","282","Yakutat City and Borough","02","AK",5.9
"27","290","Yukon-Koyukuk Census Area","02","AK",8.725
"28","001","Autauga County","01","AL",7.45454545454546
"29","003","Baldwin County","01","AL",10.3913043478261
"30","009","Baldwin County","13","AL",10.3913043478261
"31","001","Barbour County","54","AL",13.3666666666667
"32","005","Barbour County","01","AL",13.3666666666667
"33","021","Bibb County","13","AL",13.1333333333333
"34","007","Bibb County","01","AL",13.1333333333333
"35","009","Blount County","47","AL",9.375
"36","009","Blount County","01","AL",9.375
"37","011","Bullock County","01","AL",17.425
"38","017","Butler County","39","AL",16.3666666666667
"39","013","Butler County","01","AL",16.3666666666667
"40","019","Butler County","42","AL",16.3666666666667
"41","023","Butler County","29","AL",16.3666666666667
"42","015","Butler County","20","AL",16.3666666666667
"43","031","Butler County","21","AL",16.3666666666667
"44","023","Butler County","19","AL",16.3666666666667
"45","023","Butler County","31","AL",16.3666666666667
"46","057","Calhoun County","48","AL",9.75714285714286
"47","025","Calhoun County","19","AL",9.75714285714286
"48","013","Calhoun County","12","AL",9.75714285714286
"49","037","Calhoun County","13","AL",9.75714285714286
"50","013","Calhoun County","05","AL",9.75714285714286
"51","013","Calhoun County","28","AL",9.75714285714286
"52","025","Calhoun County","26","AL",9.75714285714286
"53","013","Calhoun County","17","AL",9.75714285714286
"54","015","Calhoun County","01","AL",9.75714285714286
"55","013","Calhoun County","54","AL",9.75714285714286
"56","017","Calhoun County","45","AL",9.75714285714286
"57","017","Chambers County","01","AL",17.5555555555556
"58","071","Chambers County","48","AL",17.5555555555556
"59","019","Cherokee County","01","AL",8.78
"60","021","Cherokee County","20","AL",8.78
"61","021","Cherokee County","40","AL",8.78
"62","039","Cherokee County","37","AL",8.78
"63","073","Cherokee County","48","AL",8.78
"64","035","Cherokee County","19","AL",8.78
"65","021","Cherokee County","45","AL",8.78
"66","057","Cherokee County","13","AL",8.78
"67","021","Chilton County","01","AL",10.4222222222222
"68","019","Choctaw County","28","AL",17.7
"69","023","Choctaw County","01","AL",17.7
"70","023","Choctaw County","40","AL",17.7
"71","039","Clarke County","19","AL",16.6857142857143
"72","023","Clarke County","28","AL",16.6857142857143
"73","059","Clarke County","13","AL",16.6857142857143
"74","043","Clarke County","51","AL",16.6857142857143
"75","025","Clarke County","01","AL",16.6857142857143
"76","027","Clay County","01","AL",12.775
"77","077","Clay County","48","AL",12.775
"78","025","Clay County","17","AL",12.775
"79","027","Clay County","47","AL",12.775
"80","027","Clay County","27","AL",12.775
"81","061","Clay County","13","AL",12.775
"82","051","Clay County","21","AL",12.775
"83","027","Clay County","46","AL",12.775
"84","015","Clay County","54","AL",12.775
"85","021","Clay County","05","AL",12.775
"86","027","Clay County","20","AL",12.775
"87","047","Clay County","29","AL",12.775
"88","041","Clay County","19","AL",12.775
"89","019","Clay County","12","AL",12.775
"90","021","Clay County","18","AL",12.775
"91","035","Clay County","31","AL",12.775
"92","025","Clay County","28","AL",12.775
"93","043","Clay County","37","AL",12.775
"94","023","Cleburne County","05","AL",11.375
"95","029","Cleburne County","01","AL",11.375
"96","031","Coffee County","47","AL",6.82142857142857
"97","069","Coffee County","13","AL",6.82142857142857
"98","031","Coffee County","01","AL",6.82142857142857
"99","033","Colbert County","01","AL",9.95
"100","035","Conecuh County","01","AL",16.78
"101","037","Coosa County","01","AL",10.7
"102","031","Covington County","28","AL",10.0928571428571
"103","039","Covington County","01","AL",10.0928571428571
"104","041","Crenshaw County","01","AL",12.1666666666667
"105","043","Cullman County","01","AL",10.6647058823529
"106","045","Dale County","01","AL",7.25714285714286
"107","049","Dallas County","19","AL",15.3692307692308
"108","059","Dallas County","29","AL",15.3692307692308
"109","047","Dallas County","01","AL",15.3692307692308
"110","039","Dallas County","05","AL",15.3692307692308
"111","113","Dallas County","48","AL",15.3692307692308
"112","049","DeKalb County","01","AL",9.60714285714286
"113","089","DeKalb County","13","AL",9.60714285714286
"114","041","DeKalb County","47","AL",9.60714285714286
"115","037","DeKalb County","17","AL",9.60714285714286
"116","033","DeKalb County","18","AL",9.60714285714286
"117","063","DeKalb County","29","AL",9.60714285714286
"118","039","Elmore County","16","AL",7.41538461538462
"119","051","Elmore County","01","AL",7.41538461538462
"120","053","Escambia County","01","AL",13.9333333333333
"121","033","Escambia County","12","AL",13.9333333333333
"122","055","Etowah County","01","AL",10.7642857142857
"123","047","Fayette County","39","AL",11.68
"124","057","Fayette County","01","AL",11.68
"125","149","Fayette County","48","AL",11.68
"126","065","Fayette County","19","AL",11.68
"127","113","Fayette County","13","AL",11.68
"128","067","Fayette County","21","AL",11.68
"129","019","Fayette County","54","AL",11.68
"130","051","Fayette County","17","AL",11.68
"131","051","Fayette County","42","AL",11.68
"132","041","Fayette County","18","AL",11.68
"133","047","Fayette County","47","AL",11.68
"134","011","Franklin County","50","AL",13.7111111111111
"135","069","Franklin County","37","AL",13.7111111111111
"136","119","Franklin County","13","AL",13.7111111111111
"137","041","Franklin County","16","AL",13.7111111111111
"138","055","Franklin County","17","AL",13.7111111111111
"139","047","Franklin County","18","AL",13.7111111111111
"140","059","Franklin County","20","AL",13.7111111111111
"141","159","Franklin County","48","AL",13.7111111111111
"142","037","Franklin County","12","AL",13.7111111111111
"143","071","Franklin County","29","AL",13.7111111111111
"144","067","Franklin County","51","AL",13.7111111111111
"145","047","Franklin County","05","AL",13.7111111111111
"146","061","Franklin County","31","AL",13.7111111111111
"147","055","Franklin County","42","AL",13.7111111111111
"148","059","Franklin County","01","AL",13.7111111111111
"149","033","Franklin County","36","AL",13.7111111111111
"150","037","Franklin County","28","AL",13.7111111111111
"151","049","Franklin County","39","AL",13.7111111111111
"152","073","Franklin County","21","AL",13.7111111111111
"153","051","Franklin County","47","AL",13.7111111111111
"154","007","Franklin County","23","AL",13.7111111111111
"155","069","Franklin County","19","AL",13.7111111111111
"156","021","Franklin County","53","AL",13.7111111111111
"157","011","Franklin County","25","AL",13.7111111111111
"158","061","Geneva County","01","AL",12.1833333333333
"159","059","Greene County","42","AL",15.0333333333333
"160","063","Greene County","01","AL",15.0333333333333
"161","039","Greene County","36","AL",15.0333333333333
"162","079","Greene County","51","AL",15.0333333333333
"163","055","Greene County","18","AL",15.0333333333333
"164","057","Greene County","39","AL",15.0333333333333
"165","061","Greene County","17","AL",15.0333333333333
"166","059","Greene County","47","AL",15.0333333333333
"167","041","Greene County","28","AL",15.0333333333333
"168","079","Greene County","37","AL",15.0333333333333
"169","055","Greene County","05","AL",15.0333333333333
"170","133","Greene County","13","AL",15.0333333333333
"171","077","Greene County","29","AL",15.0333333333333
"172","073","Greene County","19","AL",15.0333333333333
"173","189","Hale County","48","AL",13.2
"174","065","Hale County","01","AL",13.2
"175","083","Henry County","29","AL",12.6166666666667
"176","089","Henry County","51","AL",12.6166666666667
"177","069","Henry County","39","AL",12.6166666666667
"178","065","Henry County","18","AL",12.6166666666667
"179","151","Henry County","13","AL",12.6166666666667
"180","079","Henry County","47","AL",12.6166666666667
"181","073","Henry County","17","AL",12.6166666666667
"182","103","Henry County","21","AL",12.6166666666667
"183","087","Henry County","19","AL",12.6166666666667
"184","067","Henry County","01","AL",12.6166666666667
"185","225","Houston County","48","AL",9.01904761904762
"186","083","Houston County","47","AL",9.01904761904762
"187","069","Houston County","01","AL",9.01904761904762
"188","153","Houston County","13","AL",9.01904761904762
"189","055","Houston County","27","AL",9.01904761904762
"190","053","Jackson County","55","AL",10.0454545454545
"191","029","Jackson County","41","AL",10.0454545454545
"192","063","Jackson County","27","AL",10.0454545454545
"193","035","Jackson County","54","AL",10.0454545454545
"194","075","Jackson County","26","AL",10.0454545454545
"195","087","Jackson County","47","AL",10.0454545454545
"196","097","Jackson County","19","AL",10.0454545454545
"197","071","Jackson County","01","AL",10.0454545454545
"198","079","Jackson County","39","AL",10.0454545454545
"199","239","Jackson County","48","AL",10.0454545454545
"200","071","Jackson County","46","AL",10.0454545454545
"201","065","Jackson County","40","AL",10.0454545454545
"202","067","Jackson County","05","AL",10.0454545454545
"203","099","Jackson County","37","AL",10.0454545454545
"204","095","Jackson County","29","AL",10.0454545454545
"205","109","Jackson County","21","AL",10.0454545454545
"206","059","Jackson County","28","AL",10.0454545454545
"207","057","Jackson County","08","AL",10.0454545454545
"208","071","Jackson County","18","AL",10.0454545454545
"209","063","Jackson County","12","AL",10.0454545454545
"210","157","Jackson County","13","AL",10.0454545454545
"211","077","Jackson County","17","AL",10.0454545454545
"212","085","Jackson County","20","AL",10.0454545454545
"213","051","Jefferson County","16","AL",11.8387755102041
"214","245","Jefferson County","48","AL",11.8387755102041
"215","101","Jefferson County","19","AL",11.8387755102041
"216","095","Jefferson County","31","AL",11.8387755102041
"217","065","Jefferson County","42","AL",11.8387755102041
"218","059","Jefferson County","08","AL",11.8387755102041
"219","069","Jefferson County","05","AL",11.8387755102041
"220","089","Jefferson County","47","AL",11.8387755102041
"221","031","Jefferson County","53","AL",11.8387755102041
"222","045","Jefferson County","36","AL",11.8387755102041
"223","077","Jefferson County","18","AL",11.8387755102041
"224","163","Jefferson County","13","AL",11.8387755102041
"225","037","Jefferson County","54","AL",11.8387755102041
"226","065","Jefferson County","12","AL",11.8387755102041
"227","055","Jefferson County","55","AL",11.8387755102041
"228","067","Jefferson County","40","AL",11.8387755102041
"229","087","Jefferson County","20","AL",11.8387755102041
"230","081","Jefferson County","39","AL",11.8387755102041
"231","099","Jefferson County","29","AL",11.8387755102041
"232","111","Jefferson County","21","AL",11.8387755102041
"233","081","Jefferson County","17","AL",11.8387755102041
"234","063","Jefferson County","28","AL",11.8387755102041
"235","043","Jefferson County","30","AL",11.8387755102041
"236","031","Jefferson County","41","AL",11.8387755102041
"237","073","Jefferson County","01","AL",11.8387755102041
"238","171","Lamar County","13","AL",12.3666666666667
"239","277","Lamar County","48","AL",12.3666666666667
"240","073","Lamar County","28","AL",12.3666666666667
"241","075","Lamar County","01","AL",12.3666666666667
"242","097","Lauderdale County","47","AL",8.40526315789474
"243","077","Lauderdale County","01","AL",8.40526315789474
"244","075","Lauderdale County","28","AL",8.40526315789474
"245","109","Lawrence County","29","AL",11.5666666666667
"246","127","Lawrence County","21","AL",11.5666666666667
"247","081","Lawrence County","46","AL",11.5666666666667
"248","087","Lawrence County","39","AL",11.5666666666667
"249","099","Lawrence County","47","AL",11.5666666666667
"250","073","Lawrence County","42","AL",11.5666666666667
"251","077","Lawrence County","28","AL",11.5666666666667
"252","079","Lawrence County","01","AL",11.5666666666667
"253","101","Lawrence County","17","AL",11.5666666666667
"254","075","Lawrence County","05","AL",11.5666666666667
"255","093","Lawrence County","18","AL",11.5666666666667
"256","081","Lee County","01","AL",5.86190476190476
"257","129","Lee County","21","AL",5.86190476190476
"258","103","Lee County","17","AL",5.86190476190476
"259","071","Lee County","12","AL",5.86190476190476
"260","105","Lee County","37","AL",5.86190476190476
"261","287","Lee County","48","AL",5.86190476190476
"262","077","Lee County","05","AL",5.86190476190476
"263","111","Lee County","19","AL",5.86190476190476
"264","061","Lee County","45","AL",5.86190476190476
"265","081","Lee County","28","AL",5.86190476190476
"266","105","Lee County","51","AL",5.86190476190476
"267","177","Lee County","13","AL",5.86190476190476
"268","083","Limestone County","01","AL",6.32142857142857
"269","293","Limestone County","48","AL",6.32142857142857
"270","087","Lowndes County","28","AL",17.425
"271","085","Lowndes County","01","AL",17.425
"272","185","Lowndes County","13","AL",17.425
"273","193","Macon County","13","AL",12.74
"274","115","Macon County","17","AL",12.74
"275","111","Macon County","47","AL",12.74
"276","087","Macon County","01","AL",12.74
"277","113","Macon County","37","AL",12.74
"278","121","Macon County","29","AL",12.74
"279","123","Madison County","29","AL",5.91369863013699
"280","065","Madison County","16","AL",5.91369863013699
"281","121","Madison County","19","AL",5.91369863013699
"282","115","Madison County","37","AL",5.91369863013699
"283","151","Madison County","21","AL",5.91369863013699
"284","113","Madison County","51","AL",5.91369863013699
"285","053","Madison County","36","AL",5.91369863013699
"286","119","Madison County","31","AL",5.91369863013699
"287","313","Madison County","48","AL",5.91369863013699
"288","089","Madison County","01","AL",5.91369863013699
"289","119","Madison County","17","AL",5.91369863013699
"290","079","Madison County","12","AL",5.91369863013699
"291","087","Madison County","05","AL",5.91369863013699
"292","195","Madison County","13","AL",5.91369863013699
"293","097","Madison County","39","AL",5.91369863013699
"294","095","Madison County","18","AL",5.91369863013699
"295","113","Madison County","47","AL",5.91369863013699
"296","057","Madison County","30","AL",5.91369863013699
"297","089","Madison County","28","AL",5.91369863013699
"298","091","Marengo County","01","AL",14.0666666666667
"299","115","Marion County","47","AL",12.8375
"300","115","Marion County","20","AL",12.8375
"301","047","Marion County","41","AL",12.8375
"302","093","Marion County","01","AL",12.8375
"303","127","Marion County","29","AL",12.8375
"304","125","Marion County","19","AL",12.8375
"305","197","Marion County","13","AL",12.8375
"306","091","Marion County","28","AL",12.8375
"307","101","Marion County","39","AL",12.8375
"308","067","Marion County","45","AL",12.8375
"309","121","Marion County","17","AL",12.8375
"310","315","Marion County","48","AL",12.8375
"311","049","Marion County","54","AL",12.8375
"312","083","Marion County","12","AL",12.8375
"313","097","Marion County","18","AL",12.8375
"314","089","Marion County","05","AL",12.8375
"315","155","Marion County","21","AL",12.8375
"316","099","Marshall County","18","AL",7.93333333333333
"317","095","Marshall County","40","AL",7.93333333333333
"318","051","Marshall County","54","AL",7.93333333333333
"319","095","Marshall County","01","AL",7.93333333333333
"320","089","Marshall County","27","AL",7.93333333333333
"321","127","Marshall County","19","AL",7.93333333333333
"322","123","Marshall County","17","AL",7.93333333333333
"323","157","Marshall County","21","AL",7.93333333333333
"324","093","Marshall County","28","AL",7.93333333333333
"325","117","Marshall County","47","AL",7.93333333333333
"326","117","Marshall County","20","AL",7.93333333333333
"327","091","Marshall County","46","AL",7.93333333333333
"328","097","Mobile County","01","AL",12.5912280701754
"329","123","Monroe County","47","AL",15.1285714285714
"330","111","Monroe County","39","AL",15.1285714285714
"331","099","Monroe County","01","AL",15.1285714285714
"332","171","Monroe County","21","AL",15.1285714285714
"333","095","Monroe County","05","AL",15.1285714285714
"334","095","Monroe County","28","AL",15.1285714285714
"335","089","Monroe County","42","AL",15.1285714285714
"336","087","Monroe County","12","AL",15.1285714285714
"337","063","Monroe County","54","AL",15.1285714285714
"338","081","Monroe County","55","AL",15.1285714285714
"339","055","Monroe County","36","AL",15.1285714285714
"340","133","Monroe County","17","AL",15.1285714285714
"341","115","Monroe County","26","AL",15.1285714285714
"342","135","Monroe County","19","AL",15.1285714285714
"343","105","Monroe County","18","AL",15.1285714285714
"344","207","Monroe County","13","AL",15.1285714285714
"345","137","Monroe County","29","AL",15.1285714285714
"346","121","Montgomery County","51","AL",11.6
"347","135","Montgomery County","17","AL",11.6
"348","097","Montgomery County","28","AL",11.6
"349","107","Montgomery County","18","AL",11.6
"350","139","Montgomery County","29","AL",11.6
"351","031","Montgomery County","24","AL",11.6
"352","125","Montgomery County","47","AL",11.6
"353","137","Montgomery County","19","AL",11.6
"354","057","Montgomery County","36","AL",11.6
"355","097","Montgomery County","05","AL",11.6
"356","091","Montgomery County","42","AL",11.6
"357","113","Montgomery County","39","AL",11.6
"358","209","Montgomery County","13","AL",11.6
"359","173","Montgomery County","21","AL",11.6
"360","125","Montgomery County","20","AL",11.6
"361","101","Montgomery County","01","AL",11.6
"362","123","Montgomery County","37","AL",11.6
"363","339","Montgomery County","48","AL",11.6
"364","115","Morgan County","39","AL",8.53333333333333
"365","129","Morgan County","47","AL",8.53333333333333
"366","175","Morgan County","21","AL",8.53333333333333
"367","029","Morgan County","49","AL",8.53333333333333
"368","087","Morgan County","08","AL",8.53333333333333
"369","211","Morgan County","13","AL",8.53333333333333
"370","109","Morgan County","18","AL",8.53333333333333
"371","137","Morgan County","17","AL",8.53333333333333
"372","141","Morgan County","29","AL",8.53333333333333
"373","103","Morgan County","01","AL",8.53333333333333
"374","065","Morgan County","54","AL",8.53333333333333
"375","123","Perry County","18","AL",16
"376","105","Perry County","01","AL",16
"377","193","Perry County","21","AL",16
"378","099","Perry County","42","AL",16
"379","111","Perry County","28","AL",16
"380","105","Perry County","05","AL",16
"381","145","Perry County","17","AL",16
"382","127","Perry County","39","AL",16
"383","135","Perry County","47","AL",16
"384","157","Perry County","29","AL",16
"385","227","Pickens County","13","AL",14.46
"386","077","Pickens County","45","AL",14.46
"387","107","Pickens County","01","AL",14.46
"388","131","Pike County","39","AL",9.275
"389","163","Pike County","29","AL",9.275
"390","109","Pike County","01","AL",9.275
"391","231","Pike County","13","AL",9.275
"392","113","Pike County","28","AL",9.275
"393","149","Pike County","17","AL",9.275
"394","195","Pike County","21","AL",9.275
"395","125","Pike County","18","AL",9.275
"396","109","Pike County","05","AL",9.275
"397","103","Pike County","42","AL",9.275
"398","151","Randolph County","37","AL",8.85
"399","121","Randolph County","05","AL",8.85
"400","175","Randolph County","29","AL",8.85
"401","135","Randolph County","18","AL",8.85
"402","157","Randolph County","17","AL",8.85
"403","243","Randolph County","13","AL",8.85
"404","083","Randolph County","54","AL",8.85
"405","111","Randolph County","01","AL",8.85
"406","167","Russell County","51","AL",11.05
"407","167","Russell County","20","AL",11.05
"408","113","Russell County","01","AL",11.05
"409","207","Russell County","21","AL",11.05
"410","165","Shelby County","19","AL",6.115625
"411","117","Shelby County","01","AL",6.115625
"412","419","Shelby County","48","AL",6.115625
"413","173","Shelby County","17","AL",6.115625
"414","157","Shelby County","47","AL",6.115625
"415","211","Shelby County","21","AL",6.115625
"416","205","Shelby County","29","AL",6.115625
"417","145","Shelby County","18","AL",6.115625
"418","149","Shelby County","39","AL",6.115625
"419","163","St. Clair County","17","AL",8.43333333333333
"420","147","St. Clair County","26","AL",8.43333333333333
"421","115","St. Clair County","01","AL",8.43333333333333
"422","185","St. Clair County","29","AL",8.43333333333333
"423","119","Sumter County","12","AL",15.64
"424","119","Sumter County","01","AL",15.64
"425","261","Sumter County","13","AL",15.64
"426","085","Sumter County","45","AL",15.64
"427","121","Talladega County","01","AL",11.9473684210526
"428","123","Tallapoosa County","01","AL",9.72222222222222
"429","125","Tuscaloosa County","01","AL",8.86444444444444
"430","471","Walker County","48","AL",11.6388888888889
"431","295","Walker County","13","AL",11.6388888888889
"432","127","Walker County","01","AL",11.6388888888889
"433","151","Washington County","28","AL",15.92
"434","029","Washington County","23","AL",15.92
"435","477","Washington County","48","AL",15.92
"436","221","Washington County","29","AL",15.92
"437","189","Washington County","17","AL",15.92
"438","147","Washington County","40","AL",15.92
"439","179","Washington County","47","AL",15.92
"440","131","Washington County","55","AL",15.92
"441","115","Washington County","36","AL",15.92
"442","303","Washington County","13","AL",15.92
"443","143","Washington County","05","AL",15.92
"444","009","Washington County","44","AL",15.92
"445","187","Washington County","37","AL",15.92
"446","053","Washington County","49","AL",15.92
"447","229","Washington County","21","AL",15.92
"448","191","Washington County","51","AL",15.92
"449","163","Washington County","27","AL",15.92
"450","129","Washington County","01","AL",15.92
"451","167","Washington County","39","AL",15.92
"452","177","Washington County","31","AL",15.92
"453","201","Washington County","20","AL",15.92
"454","087","Washington County","16","AL",15.92
"455","121","Washington County","08","AL",15.92
"456","133","Washington County","12","AL",15.92
"457","043","Washington County","24","AL",15.92
"458","023","Washington County","50","AL",15.92
"459","125","Washington County","42","AL",15.92
"460","183","Washington County","19","AL",15.92
"461","175","Washington County","18","AL",15.92
"462","067","Washington County","41","AL",15.92
"463","131","Wilcox County","01","AL",19.08
"464","315","Wilcox County","13","AL",19.08
"465","133","Winston County","01","AL",14.26
"466","159","Winston County","28","AL",14.26
"467","001","Arkansas County","05","AR",11.4625
"468","003","Ashley County","05","AR",13.1571428571429
"469","005","Baxter County","05","AR",6.57777777777778
"470","007","Benton County","18","AR",8.92592592592593
"471","009","Benton County","28","AR",8.92592592592593
"472","003","Benton County","41","AR",8.92592592592593
"473","011","Benton County","19","AR",8.92592592592593
"474","009","Benton County","27","AR",8.92592592592593
"475","005","Benton County","53","AR",8.92592592592593
"476","007","Benton County","05","AR",8.92592592592593
"477","005","Benton County","47","AR",8.92592592592593
"478","015","Benton County","29","AR",8.92592592592593
"479","005","Boone County","54","AR",9.35
"480","019","Boone County","29","AR",9.35
"481","011","Boone County","31","AR",9.35
"482","015","Boone County","21","AR",9.35
"483","009","Boone County","05","AR",9.35
"484","007","Boone County","17","AR",9.35
"485","015","Boone County","19","AR",9.35
"486","011","Boone County","18","AR",9.35
"487","011","Bradley County","47","AR",12.1
"488","011","Bradley County","05","AR",12.1
"489","057","Calhoun County","48","AR",14
"490","025","Calhoun County","19","AR",14
"491","013","Calhoun County","12","AR",14
"492","037","Calhoun County","13","AR",14
"493","013","Calhoun County","05","AR",14
"494","013","Calhoun County","28","AR",14
"495","025","Calhoun County","26","AR",14
"496","013","Calhoun County","17","AR",14
"497","015","Calhoun County","01","AR",14
"498","013","Calhoun County","54","AR",14
"499","017","Calhoun County","45","AR",14
"500","027","Carroll County","19","AR",7.42
"501","045","Carroll County","13","AR",7.42
"502","015","Carroll County","05","AR",7.42
"503","015","Carroll County","28","AR",7.42
"504","015","Carroll County","18","AR",7.42
"505","013","Carroll County","24","AR",7.42
"506","017","Carroll County","47","AR",7.42
"507","035","Carroll County","51","AR",7.42
"508","003","Carroll County","33","AR",7.42
"509","019","Carroll County","39","AR",7.42
"510","041","Carroll County","21","AR",7.42
"511","033","Carroll County","29","AR",7.42
"512","015","Carroll County","17","AR",7.42
"513","017","Chicot County","05","AR",10.775
"514","003","Clark County","32","AR",8.95
"515","019","Clark County","05","AR",8.95
"516","033","Clark County","16","AR",8.95
"517","025","Clark County","46","AR",8.95
"518","023","Clark County","17","AR",8.95
"519","023","Clark County","39","AR",8.95
"520","019","Clark County","18","AR",8.95
"521","045","Clark County","29","AR",8.95
"522","025","Clark County","20","AR",8.95
"523","049","Clark County","21","AR",8.95
"524","011","Clark County","53","AR",8.95
"525","019","Clark County","55","AR",8.95
"526","027","Clay County","01","AR",11.0666666666667
"527","077","Clay County","48","AR",11.0666666666667
"528","025","Clay County","17","AR",11.0666666666667
"529","027","Clay County","47","AR",11.0666666666667
"530","027","Clay County","27","AR",11.0666666666667
"531","061","Clay County","13","AR",11.0666666666667
"532","051","Clay County","21","AR",11.0666666666667
"533","027","Clay County","46","AR",11.0666666666667
"534","015","Clay County","54","AR",11.0666666666667
"535","021","Clay County","05","AR",11.0666666666667
"536","027","Clay County","20","AR",11.0666666666667
"537","047","Clay County","29","AR",11.0666666666667
"538","041","Clay County","19","AR",11.0666666666667
"539","019","Clay County","12","AR",11.0666666666667
"540","021","Clay County","18","AR",11.0666666666667
"541","035","Clay County","31","AR",11.0666666666667
"542","025","Clay County","28","AR",11.0666666666667
"543","043","Clay County","37","AR",11.0666666666667
"544","023","Cleburne County","05","AR",5.72
"545","029","Cleburne County","01","AR",5.72
"546","045","Cleveland County","37","AR",12.4
"547","027","Cleveland County","40","AR",12.4
"548","025","Cleveland County","05","AR",12.4
"549","073","Columbia County","13","AR",10.64
"550","037","Columbia County","42","AR",10.64
"551","027","Columbia County","05","AR",10.64
"552","013","Columbia County","53","AR",10.64
"553","009","Columbia County","41","AR",10.64
"554","023","Columbia County","12","AR",10.64
"555","021","Columbia County","36","AR",10.64
"556","021","Columbia County","55","AR",10.64
"557","029","Conway County","05","AR",9.36666666666667
"558","031","Craighead County","05","AR",6.72307692307692
"559","033","Crawford County","17","AR",8.3125
"560","079","Crawford County","13","AR",8.3125
"561","033","Crawford County","39","AR",8.3125
"562","023","Crawford County","55","AR",8.3125
"563","055","Crawford County","29","AR",8.3125
"564","033","Crawford County","05","AR",8.3125
"565","025","Crawford County","18","AR",8.3125
"566","037","Crawford County","20","AR",8.3125
"567","047","Crawford County","19","AR",8.3125
"568","039","Crawford County","26","AR",8.3125
"569","039","Crawford County","42","AR",8.3125
"570","055","Crittenden County","21","AR",16.225
"571","035","Crittenden County","05","AR",16.225
"572","037","Cross County","05","AR",9.93333333333333
"573","049","Dallas County","19","AR",15.9333333333333
"574","059","Dallas County","29","AR",15.9333333333333
"575","047","Dallas County","01","AR",15.9333333333333
"576","039","Dallas County","05","AR",15.9333333333333
"577","113","Dallas County","48","AR",15.9333333333333
"578","041","Desha County","05","AR",11.82
"579","043","Drew County","05","AR",8.51666666666667
"580","045","Faulkner County","05","AR",5.40952380952381
"581","011","Franklin County","50","AR",9.46666666666667
"582","069","Franklin County","37","AR",9.46666666666667
"583","119","Franklin County","13","AR",9.46666666666667
"584","041","Franklin County","16","AR",9.46666666666667
"585","055","Franklin County","17","AR",9.46666666666667
"586","047","Franklin County","18","AR",9.46666666666667
"587","059","Franklin County","20","AR",9.46666666666667
"588","159","Franklin County","48","AR",9.46666666666667
"589","037","Franklin County","12","AR",9.46666666666667
"590","071","Franklin County","29","AR",9.46666666666667
"591","067","Franklin County","51","AR",9.46666666666667
"592","047","Franklin County","05","AR",9.46666666666667
"593","061","Franklin County","31","AR",9.46666666666667
"594","055","Franklin County","42","AR",9.46666666666667
"595","059","Franklin County","01","AR",9.46666666666667
"596","033","Franklin County","36","AR",9.46666666666667
"597","037","Franklin County","28","AR",9.46666666666667
"598","049","Franklin County","39","AR",9.46666666666667
"599","073","Franklin County","21","AR",9.46666666666667
"600","051","Franklin County","47","AR",9.46666666666667
"601","007","Franklin County","23","AR",9.46666666666667
"602","069","Franklin County","19","AR",9.46666666666667
"603","021","Franklin County","53","AR",9.46666666666667
"604","011","Franklin County","25","AR",9.46666666666667
"605","049","Fulton County","05","AR",8.85
"606","051","Fulton County","39","AR",8.85
"607","057","Fulton County","17","AR",8.85
"608","057","Fulton County","42","AR",8.85
"609","049","Fulton County","18","AR",8.85
"610","121","Fulton County","13","AR",8.85
"611","075","Fulton County","21","AR",8.85
"612","035","Fulton County","36","AR",8.85
"613","051","Garland County","05","AR",6.98421052631579
"614","017","Grant County","35","AR",8.55
"615","023","Grant County","41","AR",8.55
"616","081","Grant County","21","AR",8.55
"617","053","Grant County","18","AR",8.55
"618","023","Grant County","54","AR",8.55
"619","075","Grant County","31","AR",8.55
"620","037","Grant County","38","AR",8.55
"621","051","Grant County","27","AR",8.55
"622","053","Grant County","05","AR",8.55
"623","025","Grant County","53","AR",8.55
"624","053","Grant County","40","AR",8.55
"625","043","Grant County","55","AR",8.55
"626","067","Grant County","20","AR",8.55
"627","051","Grant County","46","AR",8.55
"628","059","Greene County","42","AR",9.0125
