"","TRACTCE","GEOID","BedCt","PITCt","YrBed"
"1",300,28075000300,NA,NA,NA
"2",600,28075000600,39,39,39
"3",960100,28077960100,NA,NA,NA
"4",950301,28081950301,NA,NA,NA
"5",950600,28085950600,NA,NA,NA
"6",30202,28089030202,NA,NA,NA
"7",31000,28089031000,NA,NA,NA
"8",950502,28095950502,NA,NA,NA
"9",10500,28099010500,NA,NA,NA
"10",200,28035000200,NA,NA,NA
"11",30100,28045030100,NA,NA,NA
"12",100,28047000100,NA,NA,NA
"13",1700,28047001700,15,15,15
"14",3800,28047003800,NA,NA,NA
"15",950101,28111950101,NA,NA,NA
"16",20206,28121020206,NA,NA,NA
"17",20212,28121020212,NA,NA,NA
"18",300,28001000300,NA,NA,NA
"19",800,28001000800,NA,NA,NA
"20",60200,28007060200,NA,NA,NA
"21",950200,28021950200,16,11,16
"22",70324,28033070324,NA,NA,NA
"23",70412,28033070412,NA,NA,NA
"24",301,28049000301,NA,NA,NA
"25",1900,28049001900,NA,NA,NA
"26",3800,28049003800,NA,NA,NA
"27",11002,28049011002,NA,NA,NA
"28",950200,28051950200,NA,NA,NA
"29",950400,28051950400,NA,NA,NA
"30",950100,28055950100,NA,NA,NA
"31",42900,28059042900,NA,NA,NA
"32",980000,28067980000,NA,NA,NA
"33",200,28075000200,NA,NA,NA
"34",20704,28121020704,NA,NA,NA
"35",20202,28131020202,NA,NA,NA
"36",950100,28135950100,NA,NA,NA
"37",950100,28143950100,NA,NA,NA
"38",950200,28149950200,NA,NA,NA
"39",951102,28149951102,NA,NA,NA
"40",1000,28151001000,NA,NA,NA
"41",950200,28157950200,NA,NA,NA
"42",950400,28163950400,NA,NA,NA
"43",70522,28033070522,NA,NA,NA
"44",20301,28121020301,NA,NA,NA
"45",1600,28151001600,NA,NA,NA
"46",950100,28019950100,NA,NA,NA
"47",950100,28021950100,NA,NA,NA
"48",950300,28021950300,NA,NA,NA
"49",950400,28025950400,NA,NA,NA
"50",950400,28027950400,NA,NA,NA
"51",950200,28029950200,NA,NA,NA
"52",950500,28029950500,NA,NA,NA
"53",70210,28033070210,NA,NA,NA
"54",70310,28033070310,NA,NA,NA
"55",30106,28089030106,NA,NA,NA
"56",30400,28089030400,NA,NA,NA
"57",30800,28089030800,NA,NA,NA
"58",950500,28093950500,NA,NA,NA
"59",950600,28095950600,NA,NA,NA
"60",3900,28047003900,55,47,55
"61",500,28049000500,NA,NA,NA
"62",1100,28049001100,NA,NA,NA
"63",700,28001000700,32,32,32
"64",60600,28007060600,NA,NA,NA
"65",950200,28125950200,NA,NA,NA
"66",950100,28133950100,NA,NA,NA
"67",950400,28135950400,NA,NA,NA
"68",950301,28137950301,NA,NA,NA
"69",950400,28137950400,NA,NA,NA
"70",980000,28143980000,NA,NA,NA
"71",950300,28149950300,39,10,39
"72",100,28151000100,NA,NA,NA
"73",400,28151000400,20,20,20
"74",1200,28151001200,NA,NA,NA
"75",40204,28059040204,NA,NA,NA
"76",41500,28059041500,NA,NA,NA
"77",100,28001000100,NA,NA,NA
"78",2500,28049002500,NA,NA,NA
"79",3500,28049003500,NA,NA,NA
"80",10301,28049010301,NA,NA,NA
"81",10600,28049010600,NA,NA,NA
"82",11001,28049011001,NA,NA,NA
"83",950100,28051950100,NA,NA,NA
"84",200,28087000200,NA,NA,NA
"85",30104,28089030104,NA,NA,NA
"86",2300,28047002300,NA,NA,NA
"87",3204,28047003204,NA,NA,NA
"88",3700,28047003700,NA,NA,NA
"89",42500,28059042500,NA,NA,NA
"90",20213,28121020213,NA,NA,NA
"91",20701,28121020701,NA,NA,NA
"92",950300,28163950300,NA,NA,NA
"93",950600,28163950600,NA,NA,NA
"94",950401,28067950401,NA,NA,NA
"95",400,28075000400,NA,NA,NA
"96",980000,28075980000,NA,NA,NA
"97",950302,28081950302,NA,NA,NA
"98",951002,28081951002,NA,NA,NA
"99",70812,28033070812,NA,NA,NA
"100",300,28035000300,NA,NA,NA
"101",1202,28047001202,77,77,77
"102",950100,28103950100,NA,NA,NA
"103",950300,28105950300,NA,NA,NA
"104",950401,28109950401,NA,NA,NA
"105",950200,28119950200,NA,NA,NA
"106",950300,28145950300,NA,NA,NA
"107",1500,28151001500,NA,NA,NA
"108",30108,28089030108,NA,NA,NA
"109",30700,28089030700,NA,NA,NA
"110",20208,28121020208,NA,NA,NA
"111",950400,28149950400,NA,NA,NA
"112",600,28151000600,NA,NA,NA
"113",950100,28153950100,NA,NA,NA
"114",950100,28053950100,NA,NA,NA
"115",950500,28027950500,NA,NA,NA
"116",70610,28033070610,NA,NA,NA
"117",950100,28029950100,15,9,15
"118",70422,28033070422,NA,NA,NA
"119",900,28047000900,NA,NA,NA
"120",2400,28049002400,NA,NA,NA
"121",41600,28059041600,NA,NA,NA
"122",41800,28059041800,NA,NA,NA
"123",70102,28033070102,NA,NA,NA
"124",1201,28047001201,NA,NA,NA
"125",900,28049000900,NA,NA,NA
"126",3300,28049003300,NA,NA,NA
"127",40201,28059040201,NA,NA,NA
"128",1102,28075001102,NA,NA,NA
"129",950401,28081950401,NA,NA,NA
"130",600,28087000600,NA,NA,NA
"131",950100,28137950100,NA,NA,NA
"132",1100,28151001100,NA,NA,NA
"133",70322,28033070322,NA,NA,NA
"134",980000,28081980000,NA,NA,NA
"135",950200,28107950200,NA,NA,NA
"136",950200,28109950200,NA,NA,NA
"137",951101,28149951101,NA,NA,NA
"138",60500,28007060500,NA,NA,NA
"139",950100,28157950100,NA,NA,NA
"140",950100,28163950100,NA,NA,NA
"141",1501,28047001501,NA,NA,NA
"142",2600,28047002600,NA,NA,NA
"143",302,28049000302,NA,NA,NA
"144",10102,28049010102,NA,NA,NA
"145",950100,28149950100,NA,NA,NA
"146",20100,28123020100,NA,NA,NA
"147",950100,28125950100,NA,NA,NA
"148",950500,28091950500,NA,NA,NA
"149",10100,28099010100,NA,NA,NA
"150",950900,28067950900,NA,NA,NA
"151",30200,28069030200,NA,NA,NA
"152",950400,28117950400,NA,NA,NA
"153",950700,28003950700,NA,NA,NA
"154",950100,28011950100,NA,NA,NA
"155",950100,28041950100,NA,NA,NA
"156",21003,28121021003,NA,NA,NA
"157",20210,28121020210,NA,NA,NA
"158",30602,28045030602,NA,NA,NA
"159",950201,28065950201,NA,NA,NA
"160",40800,28059040800,NA,NA,NA
"161",950302,28067950302,NA,NA,NA
"162",950202,28071950202,NA,NA,NA
"163",950301,28071950301,NA,NA,NA
"164",950302,28071950302,NA,NA,NA
"165",20201,28073020201,NA,NA,NA
"166",20202,28073020202,NA,NA,NA
"167",950200,28161950200,NA,NA,NA
"168",950200,28163950200,NA,NA,NA
"169",1200,28049001200,NA,NA,NA
"170",1400,28049001400,6,1,6
"171",2100,28049002100,NA,NA,NA
"172",3000,28049003000,NA,NA,NA
"173",41000,28059041000,NA,NA,NA
"174",42100,28059042100,NA,NA,NA
"175",42600,28059042600,NA,NA,NA
"176",950300,28027950300,NA,NA,NA
"177",950101,28113950101,NA,NA,NA
"178",300,28151000300,NA,NA,NA
"179",800,28151000800,NA,NA,NA
"180",1300,28151001300,NA,NA,NA
"181",2000,28151002000,NA,NA,NA
"182",950300,28019950300,NA,NA,NA
"183",950300,28025950300,12,4,12
"184",950100,28013950100,NA,NA,NA
"185",950400,28013950400,NA,NA,NA
"186",700,28087000700,NA,NA,NA
"187",900,28087000900,65,65,65
"188",30101,28089030101,NA,NA,NA
"189",30205,28089030205,NA,NA,NA
"190",30301,28089030301,NA,NA,NA
"191",30500,28089030500,NA,NA,NA
"192",950100,28119950100,NA,NA,NA
"193",10808,28049010808,12,4,12
"194",2700,28047002700,NA,NA,NA
"195",70900,28033070900,NA,NA,NA
"196",600,28035000600,NA,NA,NA
"197",950400,28029950400,NA,NA,NA
"198",950300,28031950300,NA,NA,NA
"199",70620,28033070620,NA,NA,NA
"200",70811,28033070811,NA,NA,NA
"201",10700,28035010700,73,71,73
"202",10203,28049010203,NA,NA,NA
"203",10901,28049010901,NA,NA,NA
"204",950300,28057950300,NA,NA,NA
"205",40500,28059040500,NA,NA,NA
"206",950100,28043950100,NA,NA,NA
"207",950300,28095950300,NA,NA,NA
"208",950302,28039950302,NA,NA,NA
"209",1300,28047001300,NA,NA,NA
"210",10500,28049010500,NA,NA,NA
"211",950400,28105950400,NA,NA,NA
"212",950602,28105950602,NA,NA,NA
"213",950600,28027950600,NA,NA,NA
"214",20207,28121020207,NA,NA,NA
"215",20301,28073020301,NA,NA,NA
"216",10700,28099010700,NA,NA,NA
"217",950100,28015950100,NA,NA,NA
"218",950200,28023950200,NA,NA,NA
"219",950200,28117950200,NA,NA,NA
"220",950402,28109950402,NA,NA,NA
"221",950100,28117950100,NA,NA,NA
"222",950300,28061950300,NA,NA,NA
"223",20500,28073020500,NA,NA,NA
"224",3208,28047003208,NA,NA,NA
"225",3304,28047003304,NA,NA,NA
"226",3403,28047003403,NA,NA,NA
"227",980000,28047980000,NA,NA,NA
"228",400,28049000400,NA,NA,NA
"229",10305,28049010305,NA,NA,NA
"230",950600,28145950600,NA,NA,NA
"231",950200,28147950200,NA,NA,NA
"232",950700,28149950700,38,33,38
"233",950402,28133950402,NA,NA,NA
"234",20600,28073020600,NA,NA,NA
"235",900,28075000900,NA,NA,NA
"236",10202,28075010202,NA,NA,NA
"237",950401,28071950401,NA,NA,NA
"238",950600,28029950600,NA,NA,NA
"239",20102,28121020102,NA,NA,NA
"240",950400,28153950400,NA,NA,NA
"241",950300,28043950300,NA,NA,NA
"242",950400,28043950400,NA,NA,NA
"243",950100,28083950100,NA,NA,NA
"244",401,28087000401,NA,NA,NA
"245",950400,28139950400,NA,NA,NA
"246",30200,28045030200,29,29,29
"247",30300,28045030300,NA,NA,NA
"248",300,28047000300,NA,NA,NA
"249",600,28047000600,NA,NA,NA
"250",3102,28047003102,NA,NA,NA
"251",950502,28071950502,NA,NA,NA
"252",950503,28071950503,NA,NA,NA
"253",40500,28079040500,NA,NA,NA
"254",50200,28101050200,NA,NA,NA
"255",950402,28081950402,NA,NA,NA
"256",950601,28081950601,NA,NA,NA
"257",950800,28081950800,NA,NA,NA
"258",950400,28083950400,NA,NA,NA
"259",950700,28083950700,NA,NA,NA
"260",40101,28059040101,NA,NA,NA
"261",950300,28141950300,NA,NA,NA
"262",950200,28155950200,NA,NA,NA
"263",950200,28103950200,NA,NA,NA
"264",950200,28093950200,NA,NA,NA
"265",20100,28131020100,NA,NA,NA
"266",950400,28003950400,NA,NA,NA
"267",60400,28007060400,NA,NA,NA
"268",960300,28077960300,NA,NA,NA
"269",950701,28011950701,164,164,164
"270",2500,28047002500,NA,NA,NA
"271",11202,28049011202,NA,NA,NA
"272",950200,28139950200,NA,NA,NA
"273",20101,28121020101,NA,NA,NA
"274",950400,28115950400,NA,NA,NA
"275",950500,28117950500,NA,NA,NA
"276",950200,28113950200,NA,NA,NA
"277",950200,28115950200,NA,NA,NA
"278",20211,28121020211,NA,NA,NA
"279",20600,28121020600,NA,NA,NA
"280",20703,28121020703,NA,NA,NA
"281",950300,28085950300,NA,NA,NA
"282",20400,28123020400,NA,NA,NA
"283",950100,28129950100,NA,NA,NA
"284",10200,28035010200,NA,NA,NA
"285",10400,28035010400,NA,NA,NA
"286",950400,28107950400,NA,NA,NA
"287",950600,28107950600,NA,NA,NA
"288",71120,28033071120,NA,NA,NA
"289",950200,28037950200,NA,NA,NA
"290",1502,28047001502,NA,NA,NA
"291",41400,28059041400,NA,NA,NA
"292",1800,28047001800,NA,NA,NA
"293",300,28087000300,NA,NA,NA
"294",403,28087000403,NA,NA,NA
"295",500,28087000500,NA,NA,NA
"296",800,28087000800,NA,NA,NA
"297",10500,28035010500,NA,NA,NA
"298",1100,28087001100,NA,NA,NA
"299",1000,28087001000,NA,NA,NA
"300",950800,28083950800,NA,NA,NA
"301",30302,28089030302,NA,NA,NA
"302",950400,28061950400,NA,NA,NA
"303",30100,28069030100,NA,NA,NA
"304",800,28075000800,NA,NA,NA
"305",1000,28075001000,NA,NA,NA
"306",10201,28075010201,NA,NA,NA
"307",10301,28075010301,NA,NA,NA
"308",50100,28101050100,NA,NA,NA
"309",950200,28095950200,NA,NA,NA
"310",50300,28101050300,NA,NA,NA
"311",950200,28111950200,NA,NA,NA
"312",1600,28047001600,NA,NA,NA
"313",20600,28123020600,NA,NA,NA
"314",950400,28145950400,NA,NA,NA
"315",950300,28147950300,NA,NA,NA
"316",950500,28149950500,101,74,101
"317",950100,28161950100,NA,NA,NA
"318",950100,28037950100,NA,NA,NA
"319",20803,28121020803,NA,NA,NA
"320",950402,28093950402,NA,NA,NA
"321",950800,28095950800,NA,NA,NA
"322",950100,28097950100,NA,NA,NA
"323",950100,28017950100,NA,NA,NA
"324",3501,28047003501,NA,NA,NA
"325",40100,28079040100,NA,NA,NA
"326",10102,28035010102,NA,NA,NA
"327",40400,28079040400,NA,NA,NA
"328",950101,28081950101,NA,NA,NA
"329",950500,28081950500,NA,NA,NA
"330",950700,28081950700,3,3,3
"331",950300,28113950300,NA,NA,NA
"332",20801,28121020801,NA,NA,NA
"333",10600,28035010600,NA,NA,NA
"334",950100,28091950100,NA,NA,NA
"335",950202,28081950202,NA,NA,NA
"336",950100,28057950100,NA,NA,NA
"337",950600,28003950600,NA,NA,NA
"338",20402,28121020402,NA,NA,NA
"339",950100,28005950100,NA,NA,NA
"340",2900,28047002900,NA,NA,NA
"341",3101,28047003101,NA,NA,NA
"342",950200,28105950200,NA,NA,NA
"343",950500,28105950500,NA,NA,NA
"344",950300,28107950300,NA,NA,NA
"345",950500,28067950500,NA,NA,NA
"346",3205,28047003205,170,170,170
"347",3301,28047003301,NA,NA,NA
"348",40600,28079040600,NA,NA,NA
"349",950200,28011950200,NA,NA,NA
"350",950100,28109950100,NA,NA,NA
"351",950400,28113950400,NA,NA,NA
"352",950101,28115950101,NA,NA,NA
"353",3600,28047003600,NA,NA,NA
"354",950500,28107950500,NA,NA,NA
"355",950501,28109950501,NA,NA,NA
"356",950700,28109950700,NA,NA,NA
"357",950102,28113950102,NA,NA,NA
"358",950501,28095950501,NA,NA,NA
"359",30201,28089030201,NA,NA,NA
"360",30203,28089030203,NA,NA,NA
"361",30204,28089030204,NA,NA,NA
"362",30900,28089030900,NA,NA,NA
"363",950300,28091950300,NA,NA,NA
"364",950200,28067950200,NA,NA,NA
"365",950901,28081950901,NA,NA,NA
"366",950400,28091950400,NA,NA,NA
"367",951001,28081951001,NA,NA,NA
"368",950600,28083950600,NA,NA,NA
"369",2800,28047002800,NA,NA,NA
"370",950300,28103950300,NA,NA,NA
"371",600,28001000600,NA,NA,NA
"372",900,28001000900,NA,NA,NA
"373",950500,28003950500,NA,NA,NA
"374",950300,28005950300,NA,NA,NA
"375",60100,28007060100,NA,NA,NA
"376",950400,28159950400,31,31,31
"377",101,28087000101,NA,NA,NA
"378",21002,28121021002,NA,NA,NA
"379",1900,28047001900,NA,NA,NA
"380",2400,28047002400,NA,NA,NA
"381",400,28001000400,NA,NA,NA
"382",950200,28009950200,NA,NA,NA
"383",42700,28059042700,NA,NA,NA
"384",950200,28145950200,NA,NA,NA
"385",950202,28065950202,NA,NA,NA
"386",950300,28129950300,NA,NA,NA
"387",20201,28131020201,NA,NA,NA
"388",950401,28133950401,NA,NA,NA
"389",950600,28149950600,NA,NA,NA
"390",950800,28149950800,NA,NA,NA
"391",200,28151000200,16,2,16
"392",701,28151000701,NA,NA,NA
"393",702,28151000702,NA,NA,NA
"394",950500,28133950500,NA,NA,NA
"395",40400,28059040400,NA,NA,NA
"396",40700,28059040700,NA,NA,NA
"397",40900,28059040900,54,54,54
"398",950300,28093950300,NA,NA,NA
"399",950300,28097950300,NA,NA,NA
"400",950100,28061950100,NA,NA,NA
"401",950200,28063950200,NA,NA,NA
"402",950100,28065950100,NA,NA,NA
"403",950200,28129950200,NA,NA,NA
"404",40102,28059040102,NA,NA,NA
"405",40203,28059040203,NA,NA,NA
"406",950300,28159950300,NA,NA,NA
"407",950200,28057950200,NA,NA,NA
"408",950500,28057950500,NA,NA,NA
"409",41300,28059041300,NA,NA,NA
"410",41700,28059041700,NA,NA,NA
"411",42000,28059042000,NA,NA,NA
"412",42200,28059042200,NA,NA,NA
"413",950500,28163950500,NA,NA,NA
"414",950200,28135950200,NA,NA,NA
"415",950300,28161950300,NA,NA,NA
"416",10200,28099010200,NA,NA,NA
"417",940100,28099940100,NA,NA,NA
"418",950100,28139950100,NA,NA,NA
"419",950300,28139950300,NA,NA,NA
"420",10600,28099010600,NA,NA,NA
"421",950100,28093950100,NA,NA,NA
"422",70521,28033070521,NA,NA,NA
"423",70630,28033070630,NA,NA,NA
"424",70710,28033070710,NA,NA,NA
"425",70722,28033070722,NA,NA,NA
"426",70821,28033070821,NA,NA,NA
"427",20300,28123020300,NA,NA,NA
"428",20500,28123020500,NA,NA,NA
"429",10302,28075010302,NA,NA,NA
"430",10500,28075010500,NA,NA,NA
"431",950200,28019950200,NA,NA,NA
"432",70325,28033070325,NA,NA,NA
"433",70411,28033070411,NA,NA,NA
"434",950600,28067950600,26,26,20
"435",950800,28067950800,NA,NA,NA
"436",951000,28067951000,NA,NA,NA
"437",20200,28123020200,NA,NA,NA
"438",950900,28083950900,NA,NA,NA
"439",1400,28151001400,NA,NA,NA
"440",950100,28141950100,NA,NA,NA
"441",950400,28141950400,NA,NA,NA
"442",950200,28143950200,NA,NA,NA
"443",950200,28085950200,NA,NA,NA
"444",950400,28085950400,NA,NA,NA
"445",950600,28133950600,NA,NA,NA
"446",70421,28033070421,NA,NA,NA
"447",950300,28029950300,NA,NA,NA
"448",10807,28049010807,NA,NA,NA
"449",10809,28049010809,5,5,5
"450",950600,28011950600,NA,NA,NA
"451",3402,28047003402,NA,NA,NA
"452",950200,28015950200,NA,NA,NA
"453",3303,28047003303,NA,NA,NA
"454",800,28049000800,NA,NA,NA
"455",1000,28049001000,NA,NA,NA
"456",1600,28049001600,646,629,646
"457",2000,28049002000,NA,NA,NA
"458",2200,28049002200,NA,NA,NA
"459",2300,28049002300,NA,NA,NA
"460",3200,28049003200,NA,NA,NA
"461",950500,28051950500,NA,NA,NA
"462",11103,28049011103,NA,NA,NA
"463",950300,28051950300,NA,NA,NA
"464",11201,28049011201,NA,NA,NA
"465",11500,28049011500,NA,NA,NA
"466",20302,28121020302,NA,NA,NA
"467",10400,28049010400,NA,NA,NA
"468",10804,28049010804,NA,NA,NA
"469",10806,28049010806,NA,NA,NA
"470",950300,28011950300,NA,NA,NA
"471",950200,28127950200,NA,NA,NA
"472",950500,28127950500,NA,NA,NA
"473",950400,28031950400,NA,NA,NA
"474",70101,28033070101,NA,NA,NA
"475",70222,28033070222,NA,NA,NA
"476",950200,28025950200,NA,NA,NA
"477",10101,28035010101,NA,NA,NA
"478",950500,28025950500,NA,NA,NA
"479",71000,28033071000,NA,NA,NA
"480",950100,28031950100,NA,NA,NA
"481",950300,28155950300,NA,NA,NA
"482",71110,28033071110,NA,NA,NA
"483",700,28035000700,55,43,55
"484",900,28035000900,NA,NA,NA
"485",950200,28013950200,NA,NA,NA
"486",950500,28011950500,NA,NA,NA
"487",2100,28151002100,NA,NA,NA
"488",950200,28153950200,NA,NA,NA
"489",950300,28013950300,NA,NA,NA
"490",950500,28013950500,NA,NA,NA
"491",950100,28155950100,NA,NA,NA
"492",950200,28027950200,NA,NA,NA
"493",950300,28153950300,NA,NA,NA
"494",950100,28159950100,NA,NA,NA
"495",950100,28023950100,NA,NA,NA
"496",950700,28027950700,NA,NA,NA
"497",3404,28047003404,NA,NA,NA
"498",100,28049000100,NA,NA,NA
"499",200,28049000200,NA,NA,NA
"500",600,28049000600,NA,NA,NA
"501",950300,28083950300,NA,NA,NA
"502",950301,28039950301,NA,NA,NA
"503",1400,28047001400,NA,NA,NA
"504",3400,28049003400,NA,NA,NA
"505",3700,28049003700,NA,NA,NA
"506",10101,28049010101,NA,NA,NA
"507",10202,28049010202,NA,NA,NA
"508",10304,28049010304,NA,NA,NA
"509",950300,28115950300,NA,NA,NA
"510",950300,28117950300,NA,NA,NA
"511",950300,28119950300,NA,NA,NA
"512",950100,28127950100,NA,NA,NA
"513",950200,28097950200,NA,NA,NA
"514",3505,28047003505,NA,NA,NA
"515",700,28049000700,NA,NA,NA
"516",10201,28049010201,80,28,80
"517",10805,28049010805,NA,NA,NA
"518",500,28001000500,NA,NA,NA
"519",950300,28133950300,NA,NA,NA
"520",10700,28049010700,NA,NA,NA
"521",11101,28049011101,NA,NA,NA
"522",11300,28049011300,NA,NA,NA
"523",60300,28007060300,NA,NA,NA
"524",950300,28023950300,NA,NA,NA
"525",950200,28031950200,NA,NA,NA
"526",70323,28033070323,NA,NA,NA
"527",70830,28033070830,NA,NA,NA
"528",1000,28035001000,NA,NA,NA
"529",950600,28113950600,NA,NA,NA
"530",950300,28127950300,NA,NA,NA
"531",950200,28133950200,NA,NA,NA
"532",20500,28121020500,NA,NA,NA
"533",950702,28011950702,NA,NA,NA
"534",950300,28017950300,NA,NA,NA
"535",950200,28141950200,NA,NA,NA
"536",950500,28145950500,NA,NA,NA
"537",950901,28149950901,NA,NA,NA
"538",3504,28047003504,NA,NA,NA
"539",1300,28049001300,NA,NA,NA
"540",2700,28049002700,421,346,421
"541",950100,28095950100,NA,NA,NA
"542",3207,28047003207,NA,NA,NA
"543",950200,28039950200,NA,NA,NA
"544",11102,28049011102,20,4,20
"545",950201,28071950201,NA,NA,NA
"546",950300,28135950300,NA,NA,NA
"547",980000,28121980000,NA,NA,NA
"548",951100,28067951100,NA,NA,NA
"549",950102,28111950102,NA,NA,NA
"550",950100,28003950100,NA,NA,NA
"551",950400,28057950400,NA,NA,NA
"552",40600,28059040600,NA,NA,NA
"553",950200,28061950200,NA,NA,NA
"554",950301,28067950301,NA,NA,NA
"555",960200,28077960200,NA,NA,NA
"556",950200,28083950200,NA,NA,NA
"557",950500,28085950500,NA,NA,NA
"558",30107,28089030107,NA,NA,NA
"559",950101,28039950101,NA,NA,NA
"560",10902,28049010902,NA,NA,NA
"561",30206,28089030206,NA,NA,NA
"562",30400,28045030400,NA,NA,NA
"563",10400,28075010400,NA,NA,NA
"564",950700,28095950700,NA,NA,NA
"565",950100,28105950100,NA,NA,NA
"566",21001,28121021001,NA,NA,NA
"567",950100,28027950100,NA,NA,NA
"568",70721,28033070721,NA,NA,NA
"569",800,28035000800,31,22,31
"570",200,28001000200,NA,NA,NA
"571",950400,28023950400,NA,NA,NA
"572",71200,28033071200,NA,NA,NA
"573",1500,28049001500,NA,NA,NA
"574",950300,28053950300,NA,NA,NA
"575",950902,28081950902,NA,NA,NA
"576",404,28087000404,21,13,21
"577",950502,28109950502,NA,NA,NA
"578",30600,28089030600,NA,NA,NA
"579",950600,28091950600,NA,NA,NA
"580",950400,28095950400,NA,NA,NA
"581",950100,28063950100,NA,NA,NA
"582",950402,28067950402,NA,NA,NA
"583",950402,28071950402,NA,NA,NA
"584",50500,28101050500,NA,NA,NA
"585",950700,28105950700,NA,NA,NA
"586",700,28075000700,NA,NA,NA
"587",20400,28073020400,NA,NA,NA
"588",950100,28107950100,NA,NA,NA
"589",950600,28109950600,NA,NA,NA
"590",10600,28075010600,NA,NA,NA
"591",950500,28113950500,NA,NA,NA
"592",950500,28159950500,NA,NA,NA
"593",950400,28011950400,NA,NA,NA
"594",950200,28017950200,NA,NA,NA
"595",950200,28005950200,NA,NA,NA
"596",30500,28045030500,NA,NA,NA
"597",20100,28073020100,NA,NA,NA
"598",70221,28033070221,NA,NA,NA
"599",70822,28033070822,NA,NA,NA
"600",1100,28035001100,NA,NA,NA
"601",2000,28047002000,NA,NA,NA
"602",40300,28059040300,NA,NA,NA
"603",20401,28121020401,NA,NA,NA
"604",20900,28121020900,NA,NA,NA
"605",950100,28085950100,NA,NA,NA
"606",950401,28093950401,29,29,25
"607",50400,28101050400,NA,NA,NA
"608",950302,28137950302,NA,NA,NA
"609",950100,28025950100,NA,NA,NA
"610",950100,28145950100,NA,NA,NA
"611",950200,28041950200,NA,NA,NA
"612",950500,28043950500,NA,NA,NA
"613",950200,28053950200,NA,NA,NA
"614",950201,28081950201,NA,NA,NA
"615",10400,28099010400,NA,NA,NA
"616",950102,28115950102,NA,NA,NA
"617",3600,28049003600,NA,NA,NA
"618",950700,28067950700,NA,NA,NA
"619",950200,28137950200,NA,NA,NA
"620",950902,28149950902,NA,NA,NA
"621",950200,28159950200,NA,NA,NA
"622",950100,28009950100,NA,NA,NA
"623",950300,28109950300,NA,NA,NA
"624",3206,28047003206,NA,NA,NA
"625",1700,28151001700,NA,NA,NA
"626",950601,28105950601,NA,NA,NA
"627",950300,28003950300,NA,NA,NA
"628",500,28035000500,NA,NA,NA
"629",10300,28035010300,NA,NA,NA
"630",900,28151000900,NA,NA,NA
"631",950102,28039950102,NA,NA,NA
"632",950102,28081950102,NA,NA,NA
"633",950602,28081950602,31,27,31
"634",950700,28113950700,NA,NA,NA
"635",20802,28121020802,NA,NA,NA
"636",950500,28115950500,NA,NA,NA
"637",20209,28121020209,NA,NA,NA
"638",950400,28127950400,NA,NA,NA
"639",950100,28147950100,NA,NA,NA
"640",30601,28045030601,NA,NA,NA
"641",3000,28047003000,NA,NA,NA
"642",3502,28047003502,NA,NA,NA
"643",10801,28049010801,NA,NA,NA
"644",11400,28049011400,20,20,20
"645",41900,28059041900,NA,NA,NA
"646",950100,28067950100,NA,NA,NA
"647",950100,28071950100,NA,NA,NA
"648",950200,28091950200,NA,NA,NA
"649",40700,28079040700,234,151,234
"650",951100,28081951100,NA,NA,NA
"651",950200,28003950200,NA,NA,NA
"652",950200,28043950200,NA,NA,NA
"653",70520,28033070520,NA,NA,NA
"654",1101,28075001101,NA,NA,NA
"655",950400,28017950400,NA,NA,NA
"656",950501,28071950501,NA,NA,NA
"657",20302,28073020302,161,161,161
"658",102,28087000102,NA,NA,NA
"659",30105,28089030105,NA,NA,NA
"660",41100,28059041100,NA,NA,NA
"661",10700,28075010700,239,215,239
"662",70901,37085070901,NA,NA,NA
"663",42102,37025042102,NA,NA,NA
"664",30100,37027030100,16,10,16
"665",970503,37031970503,NA,NA,NA
"666",980100,37031980100,NA,NA,NA
"667",10600,37035010600,NA,NA,NA
"668",20502,37001020502,NA,NA,NA
"669",21000,37001021000,NA,NA,NA
"670",930200,37013930200,NA,NA,NA
"671",930800,37013930800,NA,NA,NA
"672",960300,37015960300,NA,NA,NA
"673",32600,37071032600,NA,NA,NA
"674",32900,37071032900,NA,NA,NA
"675",970200,37073970200,NA,NA,NA
"676",920100,37075920100,NA,NA,NA
"677",10100,37081010100,27,18,27
"678",10401,37081010401,NA,NA,NA
"679",11905,37081011905,NA,NA,NA
"680",2300,37063002300,NA,NA,NA
"681",700,37067000700,18,17,18
"682",1902,37067001902,NA,NA,NA
"683",3106,37067003106,NA,NA,NA
"684",3908,37067003908,NA,NA,NA
"685",12612,37081012612,NA,NA,NA
"686",14408,37081014408,NA,NA,NA
"687",30203,37071030203,NA,NA,NA
"688",31900,37071031900,217,196,187
"689",70902,37085070902,NA,NA,NA
"690",920102,37087920102,NA,NA,NA
"691",960900,37155960900,7,5,7
"692",40300,37157040300,NA,NA,NA
"693",51202,37159051202,NA,NA,NA
"694",960403,37049960403,NA,NA,NA
"695",702,37051000702,NA,NA,NA
"696",2100,37051002100,NA,NA,NA
"697",3309,37051003309,NA,NA,NA
"698",3407,37051003407,NA,NA,NA
"699",970502,37055970502,NA,NA,NA
"700",990100,37055990100,NA,NA,NA
"701",61300,37057061300,3,3,3
"702",102,37063000102,NA,NA,NA
"703",301,37063000301,11,11,11
"704",920303,37149920303,NA,NA,NA
"705",970900,37153970900,8,6,8
"706",10102,37165010102,NA,NA,NA
"707",930101,37171930101,NA,NA,NA
"708",20203,37179020203,NA,NA,NA
